compound,broad_id,cohens_d,p_value,n_lost,n_intact,median_sensitivity_lost,median_sensitivity_intact,fdr
BQ-788,BRD-K02490038-236-03-8,0.1838,0.5688572941971862,64,554,-0.015,-0.0128,0.9962626903601212
pradefovir,BRD-K00003119-066-01-9,0.1841,0.25926230305889764,64,557,0.0117,-0.0479,0.9487690209253847
BAY 2416964,BRD-K00091085-001-01-9,0.1853,0.3742124215136541,63,545,0.12,0.0971,0.9758138622224934
irganox-1010,BRD-K00004549-001-01-9,0.186,0.17635669039438684,64,554,0.1737,0.0619,0.9487690209253847
BMS-566419,BRD-K56932272-001-02-9,0.1864,0.20016823944576378,64,554,-0.7843,-0.9281,0.9487690209253847
megestrol,BRD-K00004691-001-01-9,0.1875,0.18556206360396443,64,557,-0.027,-0.0763,0.9487690209253847
rauwolscine,BRD-K77474816-003-15-9,0.1879,0.159713128904042,64,554,-0.0648,-0.0897,0.9487690209253847
HER2-Inhibitor-1,BRD-K89709433-001-03-9,0.1879,0.09619523579175028,64,556,-0.1678,-0.2634,0.9275472926169483
P7C3,BRD-A09487507-001-03-9,0.1887,0.05118810690133186,64,553,0.0054,-0.0547,0.9275472926169483
delafloxacin,BRD-K90991629-100-02-9,0.1887,0.12413260293375165,64,554,0.0595,0.0144,0.9275472926169483
remodelin,BRD-K75349868-001-03-9,0.1888,0.3194201328654356,64,554,0.0245,0.0402,0.9553768206359181
ferroquine,BRD-K00003281-001-01-9,0.1891,0.09228172706854398,64,556,0.0049,-0.0887,0.9275472926169483
lasofoxifene,BRD-M93148412-001-02-6,0.1892,0.0916129607344132,64,553,-0.2423,-0.3665,0.9275472926169483
Pamicogrel,BRD-K00075290-001-02-9,0.1897,0.11667268427816,63,545,-0.0281,-0.1728,0.9275472926169483
DG-172,BRD-K75748943-300-02-9,0.1904,0.1645988992644848,64,554,-0.046,-0.1417,0.9487690209253847
VER-155008,BRD-K32330832-001-01-0,0.1913,0.20353413241453866,64,556,-0.4681,-0.5674,0.9487690209253847
MK-1064,BRD-K00003304-001-01-9,0.1915,0.19099008203751866,64,556,0.025,-0.0324,0.9487690209253847
LGD-6972,BRD-K00003132-001-01-9,0.1924,0.05498784997465763,64,557,0.0767,-0.0714,0.9275472926169483
rosuvastatin,BRD-K82941592-238-07-9,0.1928,0.09780173341042575,64,557,0.0577,-0.0238,0.9275472926169483
desisobutyryl-ciclesonide,BRD-K00003103-001-01-9,0.1935,0.23263044972251345,64,557,-0.1845,-0.1973,0.9487690209253847
EIPA,BRD-K88120876-001-10-9,0.1939,0.35207093657880917,64,554,-0.2058,-0.211,0.9704788142491085
clamikalant,BRD-K00004576-001-01-9,0.1942,0.43798336055646625,64,556,-0.0996,-0.1036,0.9962626903601212
ISO-1,BRD-A94055480-001-02-9,0.1949,0.2401573253590068,64,554,-0.0296,-0.0285,0.9487690209253847
clonixin,BRD-K18399440-001-11-9,0.195,0.1046961710632643,64,557,0.0708,-0.0048,0.9275472926169483
uki-1,BRD-K00003367-001-01-9,0.1955,0.05611463864401709,64,557,-0.0401,-0.1177,0.9275472926169483
fucoxanthin,BRD-K00003355-001-01-9,0.1973,0.15770356290026755,64,557,0.0379,-0.0007,0.9487690209253847
cis-aconitic-acid,BRD-K71756122-001-02-5,0.1974,0.2125838804968616,64,556,0.0653,-0.0264,0.9487690209253847
LY404187,BRD-A50062753-001-02-9,0.1992,0.21564742710486617,64,554,-0.3389,-0.3584,0.9487690209253847
Metarrestin,BRD-K31606909-001-03-9,0.2001,0.21831357421037467,63,545,-0.4633,-0.5393,0.9487690209253847
ISX-9,BRD-K53903639-001-01-3,0.202,0.086187559543081,64,554,0.1657,0.0247,0.9275472926169483
propylparaben,BRD-K60783397-001-12-9,0.2034,0.2083375548165901,64,554,0.2135,0.1461,0.9487690209253847
ABX-1431,BRD-K00004603-001-01-9,0.2036,0.07776460845331944,64,556,-0.0967,-0.1657,0.9275472926169483
UBP-310,BRD-K09597601-001-02-9,0.2055,0.3762996576459555,64,554,0.0394,-0.0364,0.9768326729302544
fostemsavir,BRD-K00003191-001-01-9,0.2066,0.1352383470822555,64,557,0.1565,0.0878,0.9342660946216771
CCT245737,BRD-K00003276-001-01-9,0.2069,0.20040803005840324,64,556,-1.5768,-1.8441,0.9487690209253847
CINPA-1,BRD-K24570280-001-07-9,0.2075,0.2214592853492513,64,554,0.0081,-0.0564,0.9487690209253847
tretinoin,BRD-K71879491-001-51-5,0.2078,0.18625429154400064,64,554,-0.2604,-0.3273,0.9487690209253847
CID-2745687,BRD-K06405316-001-04-9,0.2089,0.12395181339632741,64,554,0.133,0.0957,0.9275472926169483
meglutol,BRD-K00495673-001-05-2,0.2089,0.07420171727934363,64,554,0.0353,-0.0473,0.9275472926169483
crisdesalazine,BRD-K00004545-001-01-9,0.209,0.19223532093818096,64,554,0.2999,0.2217,0.9487690209253847
A-438079,BRD-K13223831-003-02-9,0.2105,0.13002719720749353,64,554,-0.0377,-0.1253,0.9275472926169483
Gemcabene,BRD-K00077939-001-02-9,0.2109,0.14330495669039015,63,545,-0.1802,-0.212,0.9388552552131104
CC-90011 (benzenesulfonate),BRD-K00091110-074-01-9,0.2111,0.24152719884134322,63,545,-0.1741,-0.2414,0.9487690209253847
MRS-1334,BRD-A06784547-001-03-9,0.2114,0.09231211055357491,64,554,0.1244,0.0303,0.9275472926169483
N-methylformamide,BRD-K33445938-001-01-8,0.2115,0.034740299569188914,64,553,-0.0086,-0.1199,0.9275472926169483
Teglicar,BRD-K00074712-001-02-9,0.2119,0.18169075843949745,63,545,-0.181,-0.2104,0.9487690209253847
T-1101 (tosylate),BRD-K00091066-075-01-9,0.213,0.11702619888165199,63,545,-1.3708,-1.5253,0.9275472926169483
ridinilazole,BRD-K77897005-001-02-9,0.2132,0.17178500956072462,64,557,0.1111,0.0175,0.9487690209253847
BMS-536924,BRD-K34581968-001-04-6,0.2132,0.08090865090184524,64,554,-0.9296,-1.1187,0.9275472926169483
AQW-051,BRD-K00004705-001-01-9,0.2144,0.06540738756498618,64,557,0.0264,-0.1358,0.9275472926169483
PD-118057,BRD-K34657753-001-01-9,0.2148,0.07737199029236884,64,554,0.1451,0.0704,0.9275472926169483
fondaparinux,BRD-K00003513-363-01-9,0.2149,0.0886265040783621,64,557,0.0329,-0.0442,0.9275472926169483
pridopidine,BRD-K00003473-001-01-9,0.2152,0.09594477411584676,64,554,0.3777,0.2518,0.9275472926169483
tannic-acid,BRD-K01584643-001-04-9,0.2162,0.1436770575260169,64,554,-0.2192,-0.3137,0.9388552552131104
AZM-475271,BRD-K51329597-001-02-9,0.2169,0.03156238429936808,64,554,-0.2036,-0.3948,0.9275472926169483
PF-4191834,BRD-K00004633-001-01-9,0.217,0.3855518094988942,64,557,-0.1632,-0.1905,0.9778833764515054
efonidipine,BRD-K00004292-003-02-9,0.2174,0.02123819673299604,64,557,-0.0256,-0.1571,0.9275472926169483
etretinate,BRD-K49076555-001-05-6,0.2176,0.12983975954493698,64,554,0.0244,-0.0296,0.9275472926169483
demeclocycline,BRD-K00003347-003-01-9,0.2185,0.34618539266720816,64,557,0.0068,-0.0124,0.9704788142491085
Dexamethasone palmitate,BRD-K00090644-001-01-9,0.2195,0.1361957829230809,63,545,-0.0285,-0.155,0.9342660946216771
atractylenolide-i,BRD-K00003732-001-01-9,0.2211,0.20879812553174626,64,557,0.084,0.0438,0.9487690209253847
ciluprevir,BRD-K00004667-001-01-9,0.2231,0.11297077018681957,64,554,-0.0599,-0.112,0.9275472926169483
HSR6071,BRD-K00004745-001-01-9,0.2244,0.17121011564315813,64,554,0.0662,-0.0195,0.9487690209253847
betamethasone-butyrate-propionate,BRD-K00004736-001-01-9,0.2256,0.20016823944576378,64,554,-0.0577,-0.0539,0.9487690209253847
pemafibrate,BRD-K00003251-001-01-9,0.226,0.29519742973504814,64,556,0.119,0.1321,0.9514018446556411
remetinostat,BRD-K00004584-001-01-9,0.2267,0.03547560342552803,64,557,0.2806,0.1426,0.9275472926169483
kartogenin,BRD-K27584835-001-02-9,0.2268,0.04797149574714928,64,554,0.0024,-0.0873,0.9275472926169483
sitravatinib,BRD-K00003238-001-01-9,0.2272,0.08312234455043323,64,557,-0.4131,-0.5145,0.9275472926169483
SD-0006,BRD-K00003093-001-01-9,0.2273,0.12900510465746862,64,557,-0.0002,-0.0599,0.9275472926169483
MK-2894,BRD-K27983781-001-01-4,0.229,0.18625429154400064,64,554,-0.0072,0.0051,0.9487690209253847
alanosine,BRD-K00004718-001-01-9,0.23,0.09543964513931365,64,557,0.0559,-0.0366,0.9275472926169483
pipotiazine,BRD-K00004560-001-01-9,0.23,0.09341049475165436,64,557,0.104,0.0036,0.9275472926169483
CCT-031374,BRD-K90999434-004-02-9,0.2326,0.04264574161871413,64,554,-0.0689,-0.2187,0.9275472926169483
belizatinib,BRD-K00003245-001-01-9,0.2328,0.05306137394688912,64,557,-0.4887,-0.6931,0.9275472926169483
AZ-10606120,BRD-K09907507-300-02-9,0.2332,0.27363292964956365,64,554,0.0291,0.0154,0.9487690209253847
BMS-986142,BRD-K00004591-001-01-9,0.2346,0.11635258649248141,64,557,-0.4888,-0.5436,0.9275472926169483
PF-06409577,BRD-K00003731-001-01-9,0.2356,0.1054484422489008,64,554,-0.2327,-0.3165,0.9275472926169483
CP-547632,BRD-K00004719-001-01-9,0.2362,0.06476490785848137,64,557,-0.3581,-0.478,0.9275472926169483
topilutamide,BRD-K00003325-001-01-9,0.2368,0.06393165041928627,64,554,-0.0195,-0.0691,0.9275472926169483
IACS-10759,BRD-K00003105-003-01-9,0.238,0.10112561838450188,64,557,-1.0445,-1.1953,0.9275472926169483
iCRT-14,BRD-K18634484-001-02-9,0.2397,0.16845071928301159,64,554,-0.1389,-0.2051,0.9487690209253847
LTX-315,BRD-K00003300-001-01-9,0.2398,0.04853254678966602,64,557,0.1562,0.045,0.9275472926169483
Seltorexant,BRD-K00073947-001-02-9,0.2399,0.13032161828984828,63,545,-0.2897,-0.307,0.9275472926169483
merbarone,BRD-K45152786-001-09-9,0.2429,0.06551497676100758,64,557,0.1062,0.013,0.9275472926169483
Cenisertib,BRD-K00075754-001-02-9,0.2444,0.20259063087339468,63,545,-2.9794,-3.1963,0.9487690209253847
Filibuvir,BRD-K00091264-001-01-9,0.2449,0.16564818763318778,63,545,0.0766,0.0415,0.9487690209253847
Gusacitinib,BRD-K00091102-001-01-9,0.2453,0.07716579960161718,63,545,-1.9512,-2.1557,0.9275472926169483
O-304,BRD-K00003113-001-01-9,0.2489,0.012457136337470457,64,554,0.0298,-0.0727,0.9275472926169483
Latanoprostene bunod,BRD-K00029604-001-02-9,0.2509,0.050912564541940104,63,545,0.0983,-0.0036,0.9275472926169483
SNG-1153,BRD-K75016267-001-02-9,0.2513,0.05334437910066853,64,553,-0.0677,-0.2288,0.9275472926169483
A-582941,BRD-K79743788-001-02-9,0.2516,0.10915837409764802,64,554,0.2379,0.1082,0.9275472926169483
risdiplam,BRD-K00003506-001-01-9,0.2536,0.058487056854155894,64,556,0.1361,-0.0221,0.9275472926169483
wiskostatin,BRD-A18579359-001-05-9,0.2549,0.0422691762701833,64,554,0.0075,-0.1493,0.9275472926169483
FRAX486,BRD-K57243773-001-01-6,0.2577,0.0819428904981792,64,554,-2.604,-2.9169,0.9275472926169483
SB-612111,BRD-K08333979-003-02-9,0.2598,0.13324586831200172,64,554,-0.4186,-0.5134,0.9342660946216771
tigecycline,BRD-K00003349-001-01-9,0.2601,0.08156482688895156,64,557,-0.0411,-0.1339,0.9275472926169483
butabindide,BRD-K40581315-034-02-9,0.2632,0.08444221795174908,64,554,0.2321,0.1246,0.9275472926169483
inarigivir-soproxil,BRD-K00004751-001-01-9,0.264,0.09015217103578856,64,557,0.0004,-0.0869,0.9275472926169483
bisantrene,BRD-K00003395-001-01-9,0.2642,0.08564745449678468,64,554,0.1326,0.045,0.9275472926169483
salvianolic-acid-A,BRD-K00005247-001-01-9,0.2656,0.07472652883683402,64,557,0.0909,0.0536,0.9275472926169483
TC-S-7006,BRD-K51776215-001-03-9,0.2662,0.010480573895190533,64,554,-0.0607,-0.1697,0.9275472926169483
adelmidrol,BRD-K78097265-001-02-9,0.2689,0.21346253760600664,64,554,0.1191,0.0662,0.9487690209253847
A-804598,BRD-K76894955-001-02-1,0.2701,0.005437419886219564,64,554,0.2926,0.1438,0.8342433616983875
ZLN024,BRD-K64103579-003-02-9,0.2701,0.031097343823477962,64,554,0.0747,-0.0543,0.9275472926169483
SAR125844,BRD-K00078317-001-02-9,0.2728,0.0195153225847549,63,545,0.1613,-0.0177,0.9275472926169483
XD-14,BRD-K69211575-001-02-9,0.2756,0.0315039299549097,64,554,0.2376,0.0913,0.9275472926169483
MRTX1133,BRD-K00104122-001-01-9,0.278,0.057440364210867706,63,545,-0.1978,-0.2675,0.9275472926169483
ZSET1446,BRD-K35984734-001-02-9,0.2793,0.030075318704324963,64,557,0.1241,0.0255,0.9275472926169483
CC-223,BRD-K88737571-001-02-2,0.284,0.030638194157897636,64,556,-1.4229,-1.6361,0.9275472926169483
asimadoline,BRD-K00003477-001-01-9,0.2842,0.030867037096635047,64,554,-0.0258,-0.09,0.9275472926169483
tribromoethanol,BRD-K69632891-001-02-9,0.2843,0.04317769593910895,64,554,-0.0305,-0.1654,0.9275472926169483
MI-14,BRD-K26726854-001-02-9,0.2846,0.08754986497193648,64,554,-0.1848,-0.2774,0.9275472926169483
CPI-444,BRD-K00003442-001-01-9,0.2849,0.0522111726341059,64,554,0.0161,-0.0337,0.9275472926169483
GNF-7,BRD-K69075588-001-02-9,0.2877,0.02199801455385826,64,554,-2.7785,-3.4052,0.9275472926169483
SIS3,BRD-K38905597-003-02-9,0.2925,0.021322028604161353,64,554,-0.2485,-0.4071,0.9275472926169483
hydroxysafflor-yellow-A,BRD-K00003327-001-01-9,0.2945,0.02308109977716517,64,557,0.1012,0.0083,0.9275472926169483
PCI-29732,BRD-K71223042-001-03-9,0.295,0.008980485342420167,64,554,-0.1884,-0.3809,0.9275472926169483
KB-0742 (dihydrochloride),BRD-K00010521-300-02-9,0.2984,0.008724857676900259,63,545,-6.0159,-6.4753,0.9275472926169483
repotrectinib,BRD-K00003447-001-01-9,0.3041,0.05027038189742075,64,554,-2.6234,-2.8251,0.9275472926169483
Deprodone propionate,BRD-K00090631-001-01-9,0.3062,0.04264054960176952,63,545,-0.1211,-0.241,0.9275472926169483
BTB06584,BRD-K37933329-001-03-9,0.3101,0.022913488988141748,64,554,0.0689,-0.0207,0.9275472926169483
SC-51089,BRD-K62715847-003-02-9,0.3121,0.014369074538833567,64,554,0.1099,-0.0738,0.9275472926169483
ogerin,BRD-K00005341-001-01-9,0.3149,0.025982141141590726,64,557,0.0441,-0.0469,0.9275472926169483
3PO,BRD-K58413118-001-01-8,0.3225,0.04079092340939579,64,554,-0.0938,-0.2324,0.9275472926169483
17-PA,BRD-K07395323-001-02-9,0.3231,0.016468680791627246,64,554,0.0554,-0.0406,0.9275472926169483
ZM-39923,BRD-K40624912-003-17-9,0.324,0.03173830579598002,64,554,-0.2355,-0.3689,0.9275472926169483
HM-30181,BRD-K74319597-001-02-9,0.3253,0.008548012413552011,64,557,0.0091,-0.091,0.9275472926169483
AB928,BRD-K00091111-001-01-9,0.3382,0.005208330805697331,63,545,0.0919,-0.0673,0.8342433616983875
MK-0557,BRD-K00003190-001-01-9,0.3391,0.0055029245494616595,64,557,-0.0272,-0.1878,0.8342433616983875
Y-29794,BRD-K48449073-034-03-9,0.3423,0.009559951363535445,64,554,-0.0553,-0.2005,0.9275472926169483
A-987306,BRD-K68982262-001-02-9,0.3437,0.03127104026125281,64,554,0.0339,-0.0479,0.9275472926169483
rogaratinib,BRD-K00003358-001-01-9,0.3438,0.029570995154552564,64,554,-0.1748,-0.301,0.9275472926169483
BI-409306,BRD-K00003120-001-01-9,0.3593,0.0018293185152313785,64,557,0.1911,0.0536,0.7504577433672223
cicloprofen,BRD-A94965935-001-01-6,0.3643,0.011600685723472027,64,554,0.169,0.0737,0.9275472926169483
Ro-5028442,BRD-K00003149-001-01-9,0.371,0.01407684975032041,64,554,-0.0339,-0.1352,0.9275472926169483
alpha-glucosyl-hesperidin,BRD-K00005238-001-01-9,0.3767,0.004760687093835463,64,554,0.1643,0.0409,0.8342433616983875
W-54011,BRD-A00559310-003-01-1,0.3895,0.003562748910720361,64,554,-0.0329,-0.2057,0.8342433616983875
