drug_name,targets,pathway_id,pathway_name,raw_distance,z_score,p_value,proximity_score,significant
NABILONE,CNR1;CNR2,GO:0001764,neuron migration,3.0,0.438,0.669315,0.0,False
NABILONE,CNR1;CNR2,GO:0050804,modulation of chemical synaptic transmission,3.25,0.6986,0.757586,0.0,False
NABILONE,CNR1;CNR2,GO:0048699,generation of neurons,3.3333,0.296,0.616389,0.0,False
NABILONE,CNR1;CNR2,hsa04330,Notch signaling pathway,3.0,-0.2861,0.387405,0.0572,False
NAFADOTRIDE,DRD3,R-HSA-112316,neuronal system,3.4286,-0.0653,0.47398,0.0131,False
NAFADOTRIDE,DRD3,GO:0007399,nervous system development,3.6667,0.3916,0.652335,0.0,False
NAFADOTRIDE,DRD3,GO:0007268,chemical synaptic transmission,3.125,-0.546,0.292522,0.1092,False
NAFADOTRIDE,DRD3,hsa04728,dopaminergic synapse,2.0,-2.0262,0.021372,0.4052,True
NAFADOTRIDE,DRD3,GO:0007409,axonogenesis,3.75,0.2716,0.607031,0.0,False
NAFADOTRIDE,DRD3,GO:0021987,cerebral cortex development,4.0,0.55,0.708854,0.0,False
NAFADOTRIDE,DRD3,GO:0030182,neuron differentiation,3.5,0.095,0.537837,0.0,False
NAFADOTRIDE,DRD3,GO:0001764,neuron migration,3.5,0.64,0.738929,0.0,False
NAFADOTRIDE,DRD3,GO:0050804,modulation of chemical synaptic transmission,3.25,-0.0656,0.473841,0.0131,False
NAFADOTRIDE,DRD3,GO:0048699,generation of neurons,3.6667,0.2127,0.584225,0.0,False
NAFADOTRIDE,DRD3,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
NANTENINE,CHRM4,R-HSA-112316,neuronal system,4.0,1.2533,0.89495,0.0,False
NANTENINE,CHRM4,GO:0007399,nervous system development,4.0,1.1796,0.880925,0.0,False
NANTENINE,CHRM4,GO:0007268,chemical synaptic transmission,3.75,0.9186,0.820859,0.0,False
NANTENINE,CHRM4,hsa04728,dopaminergic synapse,3.0,-0.1302,0.448207,0.026,False
NANTENINE,CHRM4,GO:0007409,axonogenesis,4.0,0.8351,0.798157,0.0,False
NANTENINE,CHRM4,GO:0021987,cerebral cortex development,4.0,0.55,0.708854,0.0,False
NANTENINE,CHRM4,GO:0030182,neuron differentiation,3.75,0.6742,0.749896,0.0,False
NANTENINE,CHRM4,GO:0001764,neuron migration,3.0,-0.2296,0.409208,0.0459,False
NANTENINE,CHRM4,GO:0050804,modulation of chemical synaptic transmission,3.75,0.9286,0.823454,0.0,False
NANTENINE,CHRM4,GO:0048699,generation of neurons,4.0,0.9313,0.824162,0.0,False
NANTENINE,CHRM4,hsa04330,Notch signaling pathway,4.0,0.8006,0.78833,0.0,False
NAPHTHYRIDINONE,GABRA1;SLC18A2,R-HSA-112316,neuronal system,2.8571,-0.6802,0.248183,0.136,False
NAPHTHYRIDINONE,GABRA1;SLC18A2,GO:0007399,nervous system development,3.3333,0.5616,0.712822,0.0,False
NAPHTHYRIDINONE,GABRA1;SLC18A2,GO:0007268,chemical synaptic transmission,2.5,-1.4877,0.06842,0.2975,False
NAPHTHYRIDINONE,GABRA1;SLC18A2,hsa04728,dopaminergic synapse,2.3333,-0.9935,0.160232,0.1987,False
NAPHTHYRIDINONE,GABRA1;SLC18A2,GO:0007409,axonogenesis,3.0,-0.7238,0.234587,0.1448,False
NAPHTHYRIDINONE,GABRA1;SLC18A2,GO:0021987,cerebral cortex development,4.0,1.4093,0.92062,0.0,False
NAPHTHYRIDINONE,GABRA1;SLC18A2,GO:0030182,neuron differentiation,3.25,0.3801,0.648079,0.0,False
NAPHTHYRIDINONE,GABRA1;SLC18A2,GO:0001764,neuron migration,3.5,1.5787,0.942798,0.0,False
NAPHTHYRIDINONE,GABRA1;SLC18A2,GO:0050804,modulation of chemical synaptic transmission,2.75,-0.4227,0.336248,0.0845,False
NAPHTHYRIDINONE,GABRA1;SLC18A2,GO:0048699,generation of neurons,3.3333,0.296,0.616389,0.0,False
NAPHTHYRIDINONE,GABRA1;SLC18A2,hsa04330,Notch signaling pathway,3.0,-0.2861,0.387405,0.0572,False
NEFAZODONE,SLC6A4,R-HSA-112316,neuronal system,3.0,-1.0542,0.145898,0.2108,False
NEFAZODONE,SLC6A4,GO:0007399,nervous system development,3.1667,-0.7904,0.21466,0.1581,False
NEFAZODONE,SLC6A4,GO:0007268,chemical synaptic transmission,2.625,-1.7178,0.042919,0.3436,False
NEFAZODONE,SLC6A4,hsa04728,dopaminergic synapse,1.6667,-2.6582,0.003928,0.5316,True
NEFAZODONE,SLC6A4,GO:0007409,axonogenesis,3.0,-1.4188,0.077978,0.2838,False
NEFAZODONE,SLC6A4,GO:0021987,cerebral cortex development,3.5,-0.3517,0.362545,0.0703,False
NEFAZODONE,SLC6A4,GO:0030182,neuron differentiation,3.25,-0.4842,0.314125,0.0968,False
NEFAZODONE,SLC6A4,GO:0001764,neuron migration,2.5,-1.0992,0.135838,0.2198,False
NEFAZODONE,SLC6A4,GO:0050804,modulation of chemical synaptic transmission,3.0,-0.5627,0.286808,0.1125,False
NEFAZODONE,SLC6A4,GO:0048699,generation of neurons,3.0,-1.2245,0.110374,0.2449,False
NEFAZODONE,SLC6A4,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
NIGULDIPINE,ADRA2A,R-HSA-112316,neuronal system,3.7143,0.594,0.723748,0.0,False
NIGULDIPINE,ADRA2A,GO:0007399,nervous system development,3.6667,0.3916,0.652335,0.0,False
NIGULDIPINE,ADRA2A,GO:0007268,chemical synaptic transmission,3.25,-0.2531,0.400097,0.0506,False
NIGULDIPINE,ADRA2A,hsa04728,dopaminergic synapse,2.0,-2.0262,0.021372,0.4052,True
NIGULDIPINE,ADRA2A,GO:0007409,axonogenesis,3.5,-0.2919,0.385191,0.0584,False
NIGULDIPINE,ADRA2A,GO:0021987,cerebral cortex development,3.5,-0.3517,0.362545,0.0703,False
NIGULDIPINE,ADRA2A,GO:0030182,neuron differentiation,3.5,0.095,0.537837,0.0,False
NIGULDIPINE,ADRA2A,GO:0001764,neuron migration,3.0,-0.2296,0.409208,0.0459,False
NIGULDIPINE,ADRA2A,GO:0050804,modulation of chemical synaptic transmission,3.5,0.4315,0.666946,0.0,False
NIGULDIPINE,ADRA2A,GO:0048699,generation of neurons,3.3333,-0.5059,0.306458,0.1012,False
NIGULDIPINE,ADRA2A,hsa04330,Notch signaling pathway,4.0,0.8006,0.78833,0.0,False
NISOXETINE,SLC6A4,R-HSA-112316,neuronal system,3.0,-1.0542,0.145898,0.2108,False
NISOXETINE,SLC6A4,GO:0007399,nervous system development,3.1667,-0.7904,0.21466,0.1581,False
NISOXETINE,SLC6A4,GO:0007268,chemical synaptic transmission,2.625,-1.7178,0.042919,0.3436,False
NISOXETINE,SLC6A4,hsa04728,dopaminergic synapse,1.6667,-2.6582,0.003928,0.5316,True
NISOXETINE,SLC6A4,GO:0007409,axonogenesis,3.0,-1.4188,0.077978,0.2838,False
NISOXETINE,SLC6A4,GO:0021987,cerebral cortex development,3.5,-0.3517,0.362545,0.0703,False
NISOXETINE,SLC6A4,GO:0030182,neuron differentiation,3.25,-0.4842,0.314125,0.0968,False
NISOXETINE,SLC6A4,GO:0001764,neuron migration,2.5,-1.0992,0.135838,0.2198,False
NISOXETINE,SLC6A4,GO:0050804,modulation of chemical synaptic transmission,3.0,-0.5627,0.286808,0.1125,False
NISOXETINE,SLC6A4,GO:0048699,generation of neurons,3.0,-1.2245,0.110374,0.2449,False
NISOXETINE,SLC6A4,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
NOCARDIMICIN B,CHRM4,R-HSA-112316,neuronal system,4.0,1.2533,0.89495,0.0,False
NOCARDIMICIN B,CHRM4,GO:0007399,nervous system development,4.0,1.1796,0.880925,0.0,False
NOCARDIMICIN B,CHRM4,GO:0007268,chemical synaptic transmission,3.75,0.9186,0.820859,0.0,False
NOCARDIMICIN B,CHRM4,hsa04728,dopaminergic synapse,3.0,-0.1302,0.448207,0.026,False
NOCARDIMICIN B,CHRM4,GO:0007409,axonogenesis,4.0,0.8351,0.798157,0.0,False
NOCARDIMICIN B,CHRM4,GO:0021987,cerebral cortex development,4.0,0.55,0.708854,0.0,False
NOCARDIMICIN B,CHRM4,GO:0030182,neuron differentiation,3.75,0.6742,0.749896,0.0,False
NOCARDIMICIN B,CHRM4,GO:0001764,neuron migration,3.0,-0.2296,0.409208,0.0459,False
NOCARDIMICIN B,CHRM4,GO:0050804,modulation of chemical synaptic transmission,3.75,0.9286,0.823454,0.0,False
NOCARDIMICIN B,CHRM4,GO:0048699,generation of neurons,4.0,0.9313,0.824162,0.0,False
NOCARDIMICIN B,CHRM4,hsa04330,Notch signaling pathway,4.0,0.8006,0.78833,0.0,False
NOREPINEPHRINE,ADRA2A,R-HSA-112316,neuronal system,3.7143,0.594,0.723748,0.0,False
NOREPINEPHRINE,ADRA2A,GO:0007399,nervous system development,3.6667,0.3916,0.652335,0.0,False
NOREPINEPHRINE,ADRA2A,GO:0007268,chemical synaptic transmission,3.25,-0.2531,0.400097,0.0506,False
NOREPINEPHRINE,ADRA2A,hsa04728,dopaminergic synapse,2.0,-2.0262,0.021372,0.4052,True
NOREPINEPHRINE,ADRA2A,GO:0007409,axonogenesis,3.5,-0.2919,0.385191,0.0584,False
NOREPINEPHRINE,ADRA2A,GO:0021987,cerebral cortex development,3.5,-0.3517,0.362545,0.0703,False
NOREPINEPHRINE,ADRA2A,GO:0030182,neuron differentiation,3.5,0.095,0.537837,0.0,False
NOREPINEPHRINE,ADRA2A,GO:0001764,neuron migration,3.0,-0.2296,0.409208,0.0459,False
NOREPINEPHRINE,ADRA2A,GO:0050804,modulation of chemical synaptic transmission,3.5,0.4315,0.666946,0.0,False
NOREPINEPHRINE,ADRA2A,GO:0048699,generation of neurons,3.3333,-0.5059,0.306458,0.1012,False
NOREPINEPHRINE,ADRA2A,hsa04330,Notch signaling pathway,4.0,0.8006,0.78833,0.0,False
OLANZAPINE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,R-HSA-112316,neuronal system,3.0,1.6638,0.951926,0.0,False
OLANZAPINE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,GO:0007399,nervous system development,3.0,1.4714,0.929413,0.0,False
OLANZAPINE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,GO:0007268,chemical synaptic transmission,2.625,0.6985,0.757563,0.0,False
OLANZAPINE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,hsa04728,dopaminergic synapse,2.0,-0.4363,0.331314,0.0873,False
OLANZAPINE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,GO:0007409,axonogenesis,2.75,0.2464,0.59733,0.0,False
OLANZAPINE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,GO:0021987,cerebral cortex development,3.0,0.3633,0.641808,0.0,False
OLANZAPINE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,GO:0030182,neuron differentiation,2.75,0.5509,0.709146,0.0,False
OLANZAPINE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,GO:0001764,neuron migration,2.5,0.5971,0.724787,0.0,False
OLANZAPINE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,GO:0050804,modulation of chemical synaptic transmission,3.0,1.755,0.960374,0.0,False
OLANZAPINE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,GO:0048699,generation of neurons,3.0,1.1038,0.865156,0.0,False
OLANZAPINE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,hsa04330,Notch signaling pathway,3.0,0.5622,0.713,0.0,False
OLEOYLETHANOLAMIDE,CNR2,R-HSA-112316,neuronal system,4.0,1.2533,0.89495,0.0,False
OLEOYLETHANOLAMIDE,CNR2,GO:0007399,nervous system development,4.0,1.1796,0.880925,0.0,False
OLEOYLETHANOLAMIDE,CNR2,GO:0007268,chemical synaptic transmission,3.75,0.9186,0.820859,0.0,False
OLEOYLETHANOLAMIDE,CNR2,hsa04728,dopaminergic synapse,3.0,-0.1302,0.448207,0.026,False
OLEOYLETHANOLAMIDE,CNR2,GO:0007409,axonogenesis,4.0,0.8351,0.798157,0.0,False
OLEOYLETHANOLAMIDE,CNR2,GO:0021987,cerebral cortex development,4.0,0.55,0.708854,0.0,False
OLEOYLETHANOLAMIDE,CNR2,GO:0030182,neuron differentiation,3.75,0.6742,0.749896,0.0,False
OLEOYLETHANOLAMIDE,CNR2,GO:0001764,neuron migration,3.5,0.64,0.738929,0.0,False
OLEOYLETHANOLAMIDE,CNR2,GO:0050804,modulation of chemical synaptic transmission,3.75,0.9286,0.823454,0.0,False
OLEOYLETHANOLAMIDE,CNR2,GO:0048699,generation of neurons,4.0,0.9313,0.824162,0.0,False
OLEOYLETHANOLAMIDE,CNR2,hsa04330,Notch signaling pathway,4.0,0.8006,0.78833,0.0,False
ORLISTAT,CNR1,R-HSA-112316,neuronal system,3.2857,-0.3949,0.346455,0.079,False
ORLISTAT,CNR1,GO:0007399,nervous system development,3.5,-0.0024,0.499057,0.0005,False
ORLISTAT,CNR1,GO:0007268,chemical synaptic transmission,3.125,-0.546,0.292522,0.1092,False
ORLISTAT,CNR1,hsa04728,dopaminergic synapse,2.3333,-1.3942,0.081628,0.2788,False
ORLISTAT,CNR1,GO:0007409,axonogenesis,3.25,-0.8553,0.196181,0.1711,False
ORLISTAT,CNR1,GO:0021987,cerebral cortex development,3.5,-0.3517,0.362545,0.0703,False
ORLISTAT,CNR1,GO:0030182,neuron differentiation,3.25,-0.4842,0.314125,0.0968,False
ORLISTAT,CNR1,GO:0001764,neuron migration,3.0,-0.2296,0.409208,0.0459,False
ORLISTAT,CNR1,GO:0050804,modulation of chemical synaptic transmission,3.25,-0.0656,0.473841,0.0131,False
ORLISTAT,CNR1,GO:0048699,generation of neurons,3.3333,-0.5059,0.306458,0.1012,False
ORLISTAT,CNR1,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
OTENZEPAD,CHRM1,R-HSA-112316,neuronal system,3.1429,-0.7245,0.234364,0.1449,False
OTENZEPAD,CHRM1,GO:0007399,nervous system development,3.1667,-0.7904,0.21466,0.1581,False
OTENZEPAD,CHRM1,GO:0007268,chemical synaptic transmission,3.125,-0.546,0.292522,0.1092,False
OTENZEPAD,CHRM1,hsa04728,dopaminergic synapse,2.6667,-0.7622,0.222971,0.1524,False
OTENZEPAD,CHRM1,GO:0007409,axonogenesis,3.0,-1.4188,0.077978,0.2838,False
OTENZEPAD,CHRM1,GO:0021987,cerebral cortex development,3.5,-0.3517,0.362545,0.0703,False
OTENZEPAD,CHRM1,GO:0030182,neuron differentiation,3.0,-1.0634,0.143807,0.2127,False
OTENZEPAD,CHRM1,GO:0001764,neuron migration,2.5,-1.0992,0.135838,0.2198,False
OTENZEPAD,CHRM1,GO:0050804,modulation of chemical synaptic transmission,3.0,-0.5627,0.286808,0.1125,False
OTENZEPAD,CHRM1,GO:0048699,generation of neurons,3.0,-1.2245,0.110374,0.2449,False
OTENZEPAD,CHRM1,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
OXADIAZOLE,CHRM1,R-HSA-112316,neuronal system,3.1429,-0.7245,0.234364,0.1449,False
OXADIAZOLE,CHRM1,GO:0007399,nervous system development,3.1667,-0.7904,0.21466,0.1581,False
OXADIAZOLE,CHRM1,GO:0007268,chemical synaptic transmission,3.125,-0.546,0.292522,0.1092,False
OXADIAZOLE,CHRM1,hsa04728,dopaminergic synapse,2.6667,-0.7622,0.222971,0.1524,False
OXADIAZOLE,CHRM1,GO:0007409,axonogenesis,3.0,-1.4188,0.077978,0.2838,False
OXADIAZOLE,CHRM1,GO:0021987,cerebral cortex development,3.5,-0.3517,0.362545,0.0703,False
OXADIAZOLE,CHRM1,GO:0030182,neuron differentiation,3.0,-1.0634,0.143807,0.2127,False
OXADIAZOLE,CHRM1,GO:0001764,neuron migration,2.5,-1.0992,0.135838,0.2198,False
OXADIAZOLE,CHRM1,GO:0050804,modulation of chemical synaptic transmission,3.0,-0.5627,0.286808,0.1125,False
OXADIAZOLE,CHRM1,GO:0048699,generation of neurons,3.0,-1.2245,0.110374,0.2449,False
OXADIAZOLE,CHRM1,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
OXOTREMORINE,CHRM1;CHRM4,R-HSA-112316,neuronal system,3.1429,0.0936,0.537301,0.0,False
OXOTREMORINE,CHRM1;CHRM4,GO:0007399,nervous system development,3.1667,0.0416,0.516593,0.0,False
OXOTREMORINE,CHRM1;CHRM4,GO:0007268,chemical synaptic transmission,3.125,0.3143,0.623336,0.0,False
OXOTREMORINE,CHRM1;CHRM4,hsa04728,dopaminergic synapse,2.6667,-0.1818,0.427863,0.0364,False
OXOTREMORINE,CHRM1;CHRM4,GO:0007409,axonogenesis,3.0,-0.7238,0.234587,0.1448,False
OXOTREMORINE,CHRM1;CHRM4,GO:0021987,cerebral cortex development,3.5,0.3048,0.61975,0.0,False
OXOTREMORINE,CHRM1;CHRM4,GO:0030182,neuron differentiation,3.0,-0.3398,0.366995,0.068,False
OXOTREMORINE,CHRM1;CHRM4,GO:0001764,neuron migration,2.5,-0.7027,0.241133,0.1405,False
OXOTREMORINE,CHRM1;CHRM4,GO:0050804,modulation of chemical synaptic transmission,3.0,0.1379,0.554847,0.0,False
OXOTREMORINE,CHRM1;CHRM4,GO:0048699,generation of neurons,3.0,-0.5595,0.287907,0.1119,False
OXOTREMORINE,CHRM1;CHRM4,hsa04330,Notch signaling pathway,3.0,-0.2861,0.387405,0.0572,False
PAPAVERINE,PDE10A,R-HSA-112316,neuronal system,3.2857,-0.3949,0.346455,0.079,False
PAPAVERINE,PDE10A,GO:0007399,nervous system development,3.6667,0.3916,0.652335,0.0,False
PAPAVERINE,PDE10A,GO:0007268,chemical synaptic transmission,3.125,-0.546,0.292522,0.1092,False
PAPAVERINE,PDE10A,hsa04728,dopaminergic synapse,3.0,-0.1302,0.448207,0.026,False
PAPAVERINE,PDE10A,GO:0007409,axonogenesis,3.5,-0.2919,0.385191,0.0584,False
PAPAVERINE,PDE10A,GO:0021987,cerebral cortex development,4.0,0.55,0.708854,0.0,False
PAPAVERINE,PDE10A,GO:0030182,neuron differentiation,3.75,0.6742,0.749896,0.0,False
PAPAVERINE,PDE10A,GO:0001764,neuron migration,3.0,-0.2296,0.409208,0.0459,False
PAPAVERINE,PDE10A,GO:0050804,modulation of chemical synaptic transmission,3.0,-0.5627,0.286808,0.1125,False
PAPAVERINE,PDE10A,GO:0048699,generation of neurons,3.3333,-0.5059,0.306458,0.1012,False
PAPAVERINE,PDE10A,hsa04330,Notch signaling pathway,4.0,0.8006,0.78833,0.0,False
PAROXETINE,SLC6A4,R-HSA-112316,neuronal system,3.0,-1.0542,0.145898,0.2108,False
PAROXETINE,SLC6A4,GO:0007399,nervous system development,3.1667,-0.7904,0.21466,0.1581,False
PAROXETINE,SLC6A4,GO:0007268,chemical synaptic transmission,2.625,-1.7178,0.042919,0.3436,False
PAROXETINE,SLC6A4,hsa04728,dopaminergic synapse,1.6667,-2.6582,0.003928,0.5316,True
PAROXETINE,SLC6A4,GO:0007409,axonogenesis,3.0,-1.4188,0.077978,0.2838,False
PAROXETINE,SLC6A4,GO:0021987,cerebral cortex development,3.5,-0.3517,0.362545,0.0703,False
PAROXETINE,SLC6A4,GO:0030182,neuron differentiation,3.25,-0.4842,0.314125,0.0968,False
PAROXETINE,SLC6A4,GO:0001764,neuron migration,2.5,-1.0992,0.135838,0.2198,False
PAROXETINE,SLC6A4,GO:0050804,modulation of chemical synaptic transmission,3.0,-0.5627,0.286808,0.1125,False
PAROXETINE,SLC6A4,GO:0048699,generation of neurons,3.0,-1.2245,0.110374,0.2449,False
PAROXETINE,SLC6A4,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
"PD-168,077",DRD4,R-HSA-112316,neuronal system,3.2857,-0.3949,0.346455,0.079,False
"PD-168,077",DRD4,GO:0007399,nervous system development,3.6667,0.3916,0.652335,0.0,False
"PD-168,077",DRD4,GO:0007268,chemical synaptic transmission,3.0,-0.839,0.200744,0.1678,False
"PD-168,077",DRD4,hsa04728,dopaminergic synapse,2.0,-2.0262,0.021372,0.4052,True
"PD-168,077",DRD4,GO:0007409,axonogenesis,3.5,-0.2919,0.385191,0.0584,False
"PD-168,077",DRD4,GO:0021987,cerebral cortex development,4.0,0.55,0.708854,0.0,False
"PD-168,077",DRD4,GO:0030182,neuron differentiation,3.5,0.095,0.537837,0.0,False
"PD-168,077",DRD4,GO:0001764,neuron migration,3.5,0.64,0.738929,0.0,False
"PD-168,077",DRD4,GO:0050804,modulation of chemical synaptic transmission,3.25,-0.0656,0.473841,0.0131,False
"PD-168,077",DRD4,GO:0048699,generation of neurons,3.6667,0.2127,0.584225,0.0,False
"PD-168,077",DRD4,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
PENTOBARBITAL,GABRA1,R-HSA-112316,neuronal system,3.4286,-0.0653,0.47398,0.0131,False
PENTOBARBITAL,GABRA1,GO:0007399,nervous system development,4.0,1.1796,0.880925,0.0,False
PENTOBARBITAL,GABRA1,GO:0007268,chemical synaptic transmission,3.375,0.0398,0.515889,0.0,False
PENTOBARBITAL,GABRA1,hsa04728,dopaminergic synapse,2.6667,-0.7622,0.222971,0.1524,False
PENTOBARBITAL,GABRA1,GO:0007409,axonogenesis,4.25,1.3985,0.919022,0.0,False
PENTOBARBITAL,GABRA1,GO:0021987,cerebral cortex development,4.5,1.4517,0.926714,0.0,False
PENTOBARBITAL,GABRA1,GO:0030182,neuron differentiation,3.75,0.6742,0.749896,0.0,False
PENTOBARBITAL,GABRA1,GO:0001764,neuron migration,4.0,1.5097,0.934437,0.0,False
PENTOBARBITAL,GABRA1,GO:0050804,modulation of chemical synaptic transmission,3.0,-0.5627,0.286808,0.1125,False
PENTOBARBITAL,GABRA1,GO:0048699,generation of neurons,4.3333,1.65,0.950526,0.0,False
PENTOBARBITAL,GABRA1,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
PERGOLIDE,DRD2;DRD3,R-HSA-112316,neuronal system,3.1429,0.0936,0.537301,0.0,False
PERGOLIDE,DRD2;DRD3,GO:0007399,nervous system development,3.5,1.0817,0.860305,0.0,False
PERGOLIDE,DRD2;DRD3,GO:0007268,chemical synaptic transmission,2.75,-0.7669,0.221571,0.1534,False
PERGOLIDE,DRD2;DRD3,hsa04728,dopaminergic synapse,2.0,-1.8052,0.035522,0.361,False
PERGOLIDE,DRD2;DRD3,GO:0007409,axonogenesis,3.25,-0.0694,0.472347,0.0139,False
PERGOLIDE,DRD2;DRD3,GO:0021987,cerebral cortex development,4.0,1.4093,0.92062,0.0,False
PERGOLIDE,DRD2;DRD3,GO:0030182,neuron differentiation,3.5,1.1001,0.864356,0.0,False
PERGOLIDE,DRD2;DRD3,GO:0001764,neuron migration,3.5,1.5787,0.942798,0.0,False
PERGOLIDE,DRD2;DRD3,GO:0050804,modulation of chemical synaptic transmission,3.25,0.6986,0.757586,0.0,False
PERGOLIDE,DRD2;DRD3,GO:0048699,generation of neurons,3.6667,1.1515,0.875242,0.0,False
PERGOLIDE,DRD2;DRD3,hsa04330,Notch signaling pathway,3.0,-0.2861,0.387405,0.0572,False
PHENTOLAMINE,ADRA2A,R-HSA-112316,neuronal system,3.7143,0.594,0.723748,0.0,False
PHENTOLAMINE,ADRA2A,GO:0007399,nervous system development,3.6667,0.3916,0.652335,0.0,False
PHENTOLAMINE,ADRA2A,GO:0007268,chemical synaptic transmission,3.25,-0.2531,0.400097,0.0506,False
PHENTOLAMINE,ADRA2A,hsa04728,dopaminergic synapse,2.0,-2.0262,0.021372,0.4052,True
PHENTOLAMINE,ADRA2A,GO:0007409,axonogenesis,3.5,-0.2919,0.385191,0.0584,False
PHENTOLAMINE,ADRA2A,GO:0021987,cerebral cortex development,3.5,-0.3517,0.362545,0.0703,False
PHENTOLAMINE,ADRA2A,GO:0030182,neuron differentiation,3.5,0.095,0.537837,0.0,False
PHENTOLAMINE,ADRA2A,GO:0001764,neuron migration,3.0,-0.2296,0.409208,0.0459,False
PHENTOLAMINE,ADRA2A,GO:0050804,modulation of chemical synaptic transmission,3.5,0.4315,0.666946,0.0,False
PHENTOLAMINE,ADRA2A,GO:0048699,generation of neurons,3.3333,-0.5059,0.306458,0.1012,False
PHENTOLAMINE,ADRA2A,hsa04330,Notch signaling pathway,4.0,0.8006,0.78833,0.0,False
PHENYLTOLOXAMINE,DRD1,R-HSA-112316,neuronal system,3.1429,-0.7245,0.234364,0.1449,False
PHENYLTOLOXAMINE,DRD1,GO:0007399,nervous system development,3.3333,-0.3964,0.34592,0.0793,False
PHENYLTOLOXAMINE,DRD1,GO:0007268,chemical synaptic transmission,2.75,-1.4248,0.077102,0.285,False
PHENYLTOLOXAMINE,DRD1,hsa04728,dopaminergic synapse,2.0,-2.0262,0.021372,0.4052,True
PHENYLTOLOXAMINE,DRD1,GO:0007409,axonogenesis,3.0,-1.4188,0.077978,0.2838,False
PHENYLTOLOXAMINE,DRD1,GO:0021987,cerebral cortex development,3.5,-0.3517,0.362545,0.0703,False
PHENYLTOLOXAMINE,DRD1,GO:0030182,neuron differentiation,3.0,-1.0634,0.143807,0.2127,False
PHENYLTOLOXAMINE,DRD1,GO:0001764,neuron migration,3.0,-0.2296,0.409208,0.0459,False
PHENYLTOLOXAMINE,DRD1,GO:0050804,modulation of chemical synaptic transmission,3.0,-0.5627,0.286808,0.1125,False
PHENYLTOLOXAMINE,DRD1,GO:0048699,generation of neurons,3.0,-1.2245,0.110374,0.2449,False
PHENYLTOLOXAMINE,DRD1,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
PIPERTRAMINE,CHRM4,R-HSA-112316,neuronal system,4.0,1.2533,0.89495,0.0,False
PIPERTRAMINE,CHRM4,GO:0007399,nervous system development,4.0,1.1796,0.880925,0.0,False
PIPERTRAMINE,CHRM4,GO:0007268,chemical synaptic transmission,3.75,0.9186,0.820859,0.0,False
PIPERTRAMINE,CHRM4,hsa04728,dopaminergic synapse,3.0,-0.1302,0.448207,0.026,False
PIPERTRAMINE,CHRM4,GO:0007409,axonogenesis,4.0,0.8351,0.798157,0.0,False
PIPERTRAMINE,CHRM4,GO:0021987,cerebral cortex development,4.0,0.55,0.708854,0.0,False
PIPERTRAMINE,CHRM4,GO:0030182,neuron differentiation,3.75,0.6742,0.749896,0.0,False
PIPERTRAMINE,CHRM4,GO:0001764,neuron migration,3.0,-0.2296,0.409208,0.0459,False
PIPERTRAMINE,CHRM4,GO:0050804,modulation of chemical synaptic transmission,3.75,0.9286,0.823454,0.0,False
PIPERTRAMINE,CHRM4,GO:0048699,generation of neurons,4.0,0.9313,0.824162,0.0,False
PIPERTRAMINE,CHRM4,hsa04330,Notch signaling pathway,4.0,0.8006,0.78833,0.0,False
PIPERTRAMINE AMIDE,CHRM4,R-HSA-112316,neuronal system,4.0,1.2533,0.89495,0.0,False
PIPERTRAMINE AMIDE,CHRM4,GO:0007399,nervous system development,4.0,1.1796,0.880925,0.0,False
