drug_a,drug_b,n_pathways_union,n_target_classes,target_classes,covered_pathways,complementarity,combo_score,ddi_severity,ddi_mechanism,ddi_recommendation,safety_score,adjusted_score,safety_a,safety_b,a_in_trials,b_in_trials
QUETIAPINE,(R)-SKF-38393,4,3,cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.477,unknown,,,0.35,0.1669,,,,
QUETIAPINE,A-86929,4,3,cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.477,unknown,,,0.35,0.1669,,,,
QUETIAPINE,ALPHA-PHENYL-GAMMA-BUTYROLACTONE,4,3,cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.477,unknown,,,0.35,0.1669,,,,
QUETIAPINE,DIHYDREXIDINE,4,3,cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.477,unknown,,,0.35,0.1669,,,,
QUETIAPINE,FENOLDOPAM,4,3,cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.477,unknown,,,0.35,0.1669,,,,
QUETIAPINE,MAZAPERTINE,4,3,cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.477,unknown,,,0.35,0.1669,,,,
BROMOCRIPTINE,OLANZAPINE,4,4,adrenergic;cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4768,unknown,,,0.35,0.1669,,,,
OLANZAPINE,ROPINIROLE,4,4,adrenergic;cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4768,unknown,,,0.35,0.1669,,,,
OLANZAPINE,8-OH-DPAT,4,4,adrenergic;cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4768,unknown,,,0.35,0.1669,,,,
(R)-SKF-38393,L-745870,4,3,cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4759,unknown,,,0.35,0.1666,,,,
A-86929,L-745870,4,3,cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4759,unknown,,,0.35,0.1666,,,,
ALPHA-PHENYL-GAMMA-BUTYROLACTONE,L-745870,4,3,cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4759,unknown,,,0.35,0.1666,,,,
DIHYDREXIDINE,L-745870,4,3,cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4759,unknown,,,0.35,0.1666,,,,
FENOLDOPAM,L-745870,4,3,cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4759,unknown,,,0.35,0.1666,,,,
L-745870,MAZAPERTINE,4,3,cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4759,unknown,,,0.35,0.1666,,,,
ZIPRASIDONE,(R)-SKF-38393,4,3,cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4746,unknown,,,0.35,0.1661,,,,
ZIPRASIDONE,A-86929,4,3,cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4746,unknown,,,0.35,0.1661,,,,
ZIPRASIDONE,ALPHA-PHENYL-GAMMA-BUTYROLACTONE,4,3,cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4746,unknown,,,0.35,0.1661,,,,
ZIPRASIDONE,DIHYDREXIDINE,4,3,cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4746,unknown,,,0.35,0.1661,,,,
ZIPRASIDONE,FENOLDOPAM,4,3,cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4746,unknown,,,0.35,0.1661,,,,
ZIPRASIDONE,MAZAPERTINE,4,3,cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4746,unknown,,,0.35,0.1661,,,,
OLANZAPINE,LOXAPINE,4,4,adrenergic;cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4729,unknown,,,0.35,0.1655,,,,
OLANZAPINE,ISOCLOZAPINE,4,4,adrenergic;cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4726,unknown,,,0.35,0.1654,,,,
KETANSERIN,BP-897,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4719,unknown,,,0.35,0.1652,,,,
SEROTONIN,BP-897,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4719,unknown,,,0.35,0.1652,,,,
KETANSERIN,ABT-724,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4716,unknown,,,0.35,0.1651,,,,
KETANSERIN,FAUC 113,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4716,unknown,,,0.35,0.1651,,,,
SEROTONIN,ABT-724,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4716,unknown,,,0.35,0.1651,,,,
SEROTONIN,FAUC 113,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4716,unknown,,,0.35,0.1651,,,,
PIMAVANSERIN,ATOMOXETINE,3,2,serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system,1,0.4714,unknown,,,0.35,0.165,,,,
PIMAVANSERIN,CITALOPRAM,3,2,serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system,1,0.4714,unknown,,,0.35,0.165,,,,
PIMAVANSERIN,DULOXETINE,3,2,serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system,1,0.4714,unknown,,,0.35,0.165,,,,
PIMAVANSERIN,FLUOXETINE,3,2,serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system,1,0.4714,unknown,,,0.35,0.165,,,,
PIMAVANSERIN,NEFAZODONE,3,2,serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system,1,0.4714,unknown,,,0.35,0.165,,,,
PIMAVANSERIN,PAROXETINE,3,2,serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system,1,0.4714,unknown,,,0.35,0.165,,,,
PIMAVANSERIN,SERTRALINE,3,2,serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system,1,0.4714,unknown,,,0.35,0.165,,,,
PIMAVANSERIN,VENLAFAXINE,3,2,serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system,1,0.4714,unknown,,,0.35,0.165,,,,
BP-897,GR-127935,4,3,cholinergic;dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4711,unknown,,,0.35,0.1649,,,,
OLANZAPINE,CI-1007,4,4,adrenergic;cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.471,unknown,,,0.35,0.1648,,,,
ABT-724,GR-127935,4,3,cholinergic;dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4707,unknown,,,0.35,0.1647,,,,
FAUC 113,GR-127935,4,3,cholinergic;dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4707,unknown,,,0.35,0.1647,,,,
OLANZAPINE,QUETIAPINE,4,4,adrenergic;cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.468,unknown,,,0.35,0.1638,,,,
KETANSERIN,5-OH-DPAT,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.467,unknown,,,0.35,0.1635,,,,
KETANSERIN,ABAPERIDONE,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.467,unknown,,,0.35,0.1635,,,,
KETANSERIN,CLEBOPRIDE,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.467,unknown,,,0.35,0.1635,,,,
KETANSERIN,DIFLUOROBENZTROPINE,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.467,unknown,,,0.35,0.1635,,,,
KETANSERIN,IOXIPRIDE,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.467,unknown,,,0.35,0.1635,,,,
KETANSERIN,LEVOSULPIRIDE,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.467,unknown,,,0.35,0.1635,,,,
SEROTONIN,5-OH-DPAT,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.467,unknown,,,0.35,0.1635,,,,
SEROTONIN,ABAPERIDONE,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.467,unknown,,,0.35,0.1635,,,,
SEROTONIN,CLEBOPRIDE,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.467,unknown,,,0.35,0.1635,,,,
SEROTONIN,DIFLUOROBENZTROPINE,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.467,unknown,,,0.35,0.1635,,,,
SEROTONIN,IOXIPRIDE,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.467,unknown,,,0.35,0.1635,,,,
SEROTONIN,LEVOSULPIRIDE,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.467,unknown,,,0.35,0.1635,,,,
OLANZAPINE,L-745870,4,4,adrenergic;cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4669,unknown,,,0.35,0.1634,,,,
5-OH-DPAT,GR-127935,4,3,cholinergic;dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4662,unknown,,,0.35,0.1632,,,,
ABAPERIDONE,GR-127935,4,3,cholinergic;dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4662,unknown,,,0.35,0.1632,,,,
CLEBOPRIDE,GR-127935,4,3,cholinergic;dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4662,unknown,,,0.35,0.1632,,,,
DIFLUOROBENZTROPINE,GR-127935,4,3,cholinergic;dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4662,unknown,,,0.35,0.1632,,,,
GR-127935,IOXIPRIDE,4,3,cholinergic;dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4662,unknown,,,0.35,0.1632,,,,
GR-127935,LEVOSULPIRIDE,4,3,cholinergic;dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4662,unknown,,,0.35,0.1632,,,,
OLANZAPINE,ZIPRASIDONE,4,4,adrenergic;cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4657,unknown,,,0.35,0.163,,,,
KETANSERIN,LISURIDE,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4652,unknown,,,0.35,0.1628,,,,
SEROTONIN,LISURIDE,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4652,unknown,,,0.35,0.1628,,,,
GR-127935,LISURIDE,4,3,cholinergic;dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4643,unknown,,,0.35,0.1625,,,,
BROMOCRIPTINE,KETANSERIN,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4641,unknown,,,0.35,0.1624,,,,
BROMOCRIPTINE,SEROTONIN,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4641,unknown,,,0.35,0.1624,,,,
KETANSERIN,ROPINIROLE,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4641,unknown,,,0.35,0.1624,,,,
KETANSERIN,8-OH-DPAT,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4641,unknown,,,0.35,0.1624,,,,
ROPINIROLE,SEROTONIN,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4641,unknown,,,0.35,0.1624,,,,
SEROTONIN,8-OH-DPAT,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4641,unknown,,,0.35,0.1624,,,,
BROMOCRIPTINE,GR-127935,4,3,cholinergic;dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4633,unknown,,,0.35,0.1622,,,,
ROPINIROLE,GR-127935,4,3,cholinergic;dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4633,unknown,,,0.35,0.1622,,,,
8-OH-DPAT,GR-127935,4,3,cholinergic;dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4633,unknown,,,0.35,0.1622,,,,
KETANSERIN,LOXAPINE,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4602,unknown,,,0.35,0.1611,,,,
SEROTONIN,LOXAPINE,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4602,unknown,,,0.35,0.1611,,,,
DOPAMINE,(R)-SKF-38393,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4598,unknown,,,0.35,0.1609,,,,
DOPAMINE,A-86929,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4598,unknown,,,0.35,0.1609,,,,
DOPAMINE,ALPHA-PHENYL-GAMMA-BUTYROLACTONE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4598,unknown,,,0.35,0.1609,,,,
DOPAMINE,DIHYDREXIDINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4598,unknown,,,0.35,0.1609,,,,
DOPAMINE,FENOLDOPAM,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4598,unknown,,,0.35,0.1609,,,,
DOPAMINE,MAZAPERTINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4598,unknown,,,0.35,0.1609,,,,
GR-127935,LOXAPINE,4,3,cholinergic;dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4593,unknown,,,0.35,0.1608,,,,
DOPAMINE,ISOCLOZAPINE,4,3,cholinergic;dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4591,unknown,,,0.35,0.1607,,,,
GR-127935,ISOCLOZAPINE,4,3,cholinergic;dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4591,unknown,,,0.35,0.1607,,,,
KETANSERIN,CI-1007,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4583,unknown,,,0.35,0.1604,,,,
SEROTONIN,CI-1007,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4583,unknown,,,0.35,0.1604,,,,
CI-1007,GR-127935,4,3,cholinergic;dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4575,unknown,,,0.35,0.1601,,,,
BUSPIRONE,QUETIAPINE,4,3,cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4554,unknown,,,0.35,0.1594,,,,
APOMORPHINE,QUETIAPINE,4,3,cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4548,unknown,,,0.35,0.1592,,,,
QUETIAPINE,DESMETHYLOLANZAPINE,4,3,cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4548,unknown,,,0.35,0.1592,,,,
BUSPIRONE,L-745870,4,3,cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4542,unknown,,,0.35,0.159,,,,
APOMORPHINE,L-745870,4,3,cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4537,unknown,,,0.35,0.1588,,,,
DESMETHYLOLANZAPINE,L-745870,4,3,cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4537,unknown,,,0.35,0.1588,,,,
