treatment_id,compound,compound_key,d,pvalue,n_mut,n_wt,median_sens_mut,median_sens_wt,qvalue
BRD:BRD-K52020312-001-26-8,,BRD-K52020312,-0.0299,0.8569771127661461,32,411,-0.6862,-0.6749,0.9875927907131113
BRD:BRD-K53913008-001-01-5,,BRD-K53913008,-0.0299,0.8335402953838211,31,346,0.2068,0.1803,0.9841312129466433
BRD:BRD-K47642186-001-01-3,,BRD-K47642186,-0.0297,0.8572657897669502,31,404,-0.1239,-0.0573,0.9875927907131113
BRD:BRD-K22127577-001-03-7,,BRD-K22127577,-0.0296,0.8688293704098724,27,387,-3.4632,-3.6469,0.9875927907131113
BRD:BRD-A77577770-003-08-9,,BRD-A77577770,-0.0296,0.8528523575342878,32,410,0.0258,0.0416,0.9875927907131113
BRD:BRD-K00004576-001-01-9,clamikalant,BRD-K00004576,-0.0296,0.8064773332281904,38,573,-0.1789,-0.1006,0.9817487186378353
BRD:BRD-A67862938-034-14-9,,BRD-A67862938,-0.0295,0.8769812340863073,32,409,-0.2415,-0.323,0.9891770222439032
BRD:BRD-K04466929-001-12-9,Merck60,BRD-K04466929,-0.0295,0.8205374254648817,38,573,-1.7993,-1.5258,0.9841312129466433
BRD:BRD-K00003528-457-01-9,AZD5153,BRD-K00003528,-0.0294,0.8717741257824377,38,571,-1.3191,-1.5589,0.98844668975942
BRD:BRD-K32247306-001-29-4,,BRD-K32247306,-0.0294,0.8658865588010854,31,404,-0.0206,0.0142,0.9875927907131113
BRD:BRD-K15766189-001-09-8,,BRD-K15766189,-0.0292,0.8631493241532855,32,409,-0.2571,-0.1785,0.9875927907131113
BRD:BRD-K36864847-303-02-5,,BRD-K36864847,-0.0292,0.8576141387258771,32,408,-0.0008,0.037,0.9875927907131113
BRD:BRD-K11196887-001-21-2,,BRD-K11196887,-0.0292,0.8803504499341227,32,393,-0.2669,-0.3464,0.990557490202229
BRD:BRD-K00003454-001-01-9,seclidemstat,BRD-K00003454,-0.0292,0.8672519714768808,38,573,-2.5846,-2.5791,0.9875927907131113
BRD:BRD-K76064317-001-07-3,,BRD-K76064317,-0.0292,0.8655826856190452,32,408,0.1492,0.1158,0.9875927907131113
BRD:BRD-K00003516-057-01-9,emamectin,BRD-K00003516,-0.0291,0.8325414416930529,38,574,-0.2629,-0.2181,0.9841312129466433
BRD:BRD-K92428232-001-10-6,,BRD-K92428232,-0.0291,0.875825304723045,32,409,-3.2162,-2.7087,0.9890958823080062
BRD:BRD-A05674712-001-06-0,,BRD-A05674712,-0.029,0.8938546663816127,27,387,-0.0334,0.0771,0.9943892438945441
BRD:BRD-K02314383-001-01-3,,BRD-K02314383,-0.029,0.9019133552341428,31,404,-0.2289,-0.2921,0.9947284238474373
BRD:BRD-K97061094-001-21-4,,BRD-K97061094,-0.029,0.8527562818118534,26,376,-0.1857,-0.1923,0.9875927907131113
BRD:BRD-K20714604-003-02-9,,BRD-K20714604,-0.0288,0.8755089935934758,32,408,0.0512,0.0964,0.9890958823080062
BRD:BRD-K82941592-238-07-9,rosuvastatin,BRD-K82941592,-0.0288,0.8275606187582016,38,574,-0.0739,-0.0199,0.9841312129466433
BRD:BRD-K78294846-001-12-4,,BRD-K78294846,-0.0288,0.8778333057100863,31,408,0.2387,0.2112,0.9895908323008772
BRD:BRD-K13142315-004-01-2,,BRD-K13142315,-0.0286,0.8575986188978378,31,347,0.2999,0.3265,0.9875927907131113
BRD:BRD-K58122457-001-02-2,,BRD-K58122457,-0.0285,0.8660736615409026,32,407,-2.9213,-2.7961,0.9875927907131113
BRD:BRD-K00003149-001-01-9,Ro-5028442,BRD-K00003149,-0.0285,0.8287935128949235,38,571,-0.0887,-0.1271,0.9841312129466433
BRD:BRD-A94640958-001-01-7,,BRD-A94640958,-0.0284,0.852708540307728,31,346,0.0238,0.0343,0.9875927907131113
BRD:BRD-K00091093-001-01-9,SAR439859,BRD-K00091093,-0.0284,0.8617532403764955,38,561,0.2151,0.1281,0.9875927907131113
BRD:BRD-K00003208-001-01-9,imirestat,BRD-K00003208,-0.0284,0.8648286710907357,38,571,0.0062,0.0257,0.9875927907131113
BRD:BRD-K00003164-001-01-9,oglufanide,BRD-K00003164,-0.0283,0.8318243379122198,38,573,-0.133,-0.1403,0.9841312129466433
BRD:BRD-K00003389-001-01-9,HTHQ,BRD-K00003389,-0.0282,0.8316133067596602,38,573,-0.2207,-0.1316,0.9841312129466433
BRD:BRD-K67789209-001-01-0,,BRD-K67789209,-0.0281,0.8685692589898714,32,409,0.206,0.1591,0.9875927907131113
BRD:BRD-K82800842-001-01-9,,BRD-K82800842,-0.0279,0.8879059596459195,31,404,-0.0798,-0.0504,0.9920818604567704
BRD:BRD-K88625236-001-04-2,,BRD-K88625236,-0.0278,0.8678121609895949,32,408,-0.4991,-0.5776,0.9875927907131113
BRD:BRD-A94523291-304-02-7,,BRD-A94523291,-0.0278,0.8973682012228703,32,407,0.1756,0.1866,0.9947284238474373
BRD:BRD-K75282704-001-02-4,,BRD-K75282704,-0.0278,0.8581154060343774,32,407,0.23,0.2401,0.9875927907131113
BRD:BRD-K00003226-001-01-9,emeramide,BRD-K00003226,-0.0277,0.8244853437941512,38,571,0.292,0.2462,0.9841312129466433
BRD:BRD-K00003441-001-01-9,selitrectinib,BRD-K00003441,-0.0277,0.8409967600636548,38,571,0.1442,0.1843,0.9859348393534876
BRD:BRD-K13606314-001-01-3,,BRD-K13606314,-0.0277,0.852625519256115,32,410,-0.1869,-0.1247,0.9875927907131113
BRD:BRD-A00993607-003-24-6,,BRD-A00993607,-0.0276,0.8708707988085603,32,411,0.1779,0.1706,0.98844668975942
BRD:BRD-K63806092-236-02-6,sitaxentan,BRD-K63806092,-0.0275,0.8320799821362076,32,411,-0.3877,-0.3365,0.9841312129466433
BRD:BRD-A30984645-001-01-5,,BRD-A30984645,-0.0275,0.878710009193654,31,405,0.4579,0.4288,0.9897878172569528
BRD:BRD-K71454870-046-01-8,morantel,BRD-K71454870,-0.0274,0.8524800738471778,38,571,0.1356,0.1212,0.9875927907131113
BRD:BRD-A60594020-034-01-1,,BRD-A60594020,-0.0271,0.897649686120173,31,408,0.1921,0.2482,0.9947284238474373
BRD:BRD-K43149758-001-22-7,,BRD-K43149758,-0.0271,0.8571315299629872,31,408,0.1851,0.2018,0.9875927907131113
BRD:BRD-K97118047-001-03-8,,BRD-K97118047,-0.0268,0.9054153578371719,32,408,0.0728,0.1131,0.9947284238474373
BRD:BRD-K21071223-001-02-8,,BRD-K21071223,-0.0266,0.8841766657299355,31,406,-0.0813,-0.0193,0.9917575188330243
BRD:BRD-K83176916-001-01-4,,BRD-K83176916,-0.0265,0.8943645231905716,31,346,0.1424,0.0881,0.9943892438945441
BRD:BRD-K00003481-001-01-9,PAT-1251,BRD-K00003481,-0.0263,0.8648689600295455,38,571,-0.0107,0.0153,0.9875927907131113
BRD:BRD-K00003279-001-01-9,PF-06282999,BRD-K00003279,-0.0263,0.8285760722222946,38,573,0.0564,0.0713,0.9841312129466433
BRD:BRD-K73276278-305-01-1,,BRD-K73276278,-0.0263,0.8952513666314726,31,346,0.2747,0.2548,0.9943960616300161
BRD:BRD-K85066592-001-01-6,,BRD-K85066592,-0.0262,0.8811113779163098,31,403,-0.0499,-0.0626,0.9906808445308658
BRD:BRD-K21733600-001-14-1,,BRD-K21733600,-0.0262,0.8832176482337502,31,401,-0.0973,-0.1586,0.9914137003728271
BRD:BRD-K59146805-001-03-7,,BRD-K59146805,-0.0262,0.8785407005212295,32,409,-0.3481,-0.2405,0.9897613002387835
BRD:BRD-K04552268-001-02-4,,BRD-K04552268,-0.0262,0.8862337972242125,32,393,-0.9566,-1.0811,0.9918408905942236
BRD:BRD-K94293891-001-01-3,,BRD-K94293891,-0.0261,0.8956887058805859,32,411,-0.3779,-0.3286,0.9943960616300161
BRD:BRD-K10071630-001-01-0,,BRD-K10071630,-0.026,0.838608296938559,32,410,-0.0835,-0.0727,0.9857110403127618
BRD:BRD-K36485341-001-02-9,GW-542573X,BRD-K36485341,-0.026,0.8379064636222451,38,573,-0.1534,-0.0689,0.9856114930999722
BRD:BRD-K87199310-001-01-4,,BRD-K87199310,-0.0259,0.8852050920639268,31,346,0.0356,0.0136,0.9918408905942236
BRD:BRD-K44366189-001-01-9,,BRD-K44366189,-0.0259,0.8760563529013768,32,411,-0.3018,-0.2811,0.9890958823080062
BRD:BRD-K66093087-001-03-1,,BRD-K66093087,-0.0258,0.8605408336734539,32,410,-0.2467,-0.1999,0.9875927907131113
BRD:BRD-K14920963-304-02-7,,BRD-K14920963,-0.0257,0.8466039532655634,32,406,-0.0388,-0.0221,0.9869520978716009
BRD:BRD-K98548675-001-05-9,,BRD-K98548675,-0.0257,0.8821708688363112,32,410,0.0299,0.1306,0.9911155268223689
BRD:BRD-K08111712-001-16-7,,BRD-K08111712,-0.0255,0.860288131097151,31,406,0.0378,0.0425,0.9875927907131113
BRD:BRD-K86307448-001-17-5,,BRD-K86307448,-0.0254,0.8922727373500914,32,393,-0.0984,-0.1218,0.9941798304245356
BRD:BRD-A17655518-001-24-4,,BRD-A17655518,-0.0254,0.9019136182432227,32,409,-0.3082,-0.194,0.9947284238474373
BRD:BRD-K30331124-001-01-7,ASC-J9,BRD-K30331124,-0.0253,0.8901168104872583,32,408,0.1282,0.1331,0.9929539293043957
BRD:BRD-K94649603-001-10-6,,BRD-K94649603,-0.0252,0.8756851690818958,31,408,-0.0533,-0.0492,0.9890958823080062
BRD:BRD-K33226500-001-01-0,,BRD-K33226500,-0.0252,0.8689154893708309,31,404,-0.0526,0.0345,0.9875927907131113
BRD:BRD-K41504985-003-02-9,cabagin,BRD-K41504985,-0.0252,0.8496588222912721,38,571,-0.0659,0.0581,0.9875927907131113
BRD:BRD-K67017579-001-28-1,,BRD-K67017579,-0.0252,0.8940749679988867,32,407,0.0287,0.1113,0.9943892438945441
BRD:BRD-A89585551-003-16-6,,BRD-A89585551,-0.0252,0.8865473206428842,32,407,-0.0955,-0.1252,0.9918408905942236
BRD:BRD-K39841531-001-02-1,,BRD-K39841531,-0.0251,0.876983750268323,32,408,-0.9836,-1.0801,0.9891770222439032
BRD:BRD-K91403886-003-02-9,YIL-781,BRD-K91403886,-0.0251,0.8620736602209986,38,571,-0.1068,-0.0218,0.9875927907131113
BRD:BRD-A68723818-050-32-5,,BRD-A68723818,-0.025,0.8770023083811925,32,408,0.1746,0.1947,0.9891770222439032
BRD:BRD-A67616246-001-07-9,,BRD-A67616246,-0.0249,0.8852081096907349,32,407,0.2402,0.2369,0.9918408905942236
BRD:BRD-K57041787-001-02-6,,BRD-K57041787,-0.0249,0.9028145062671772,32,410,-0.0723,-0.0541,0.9947284238474373
BRD:BRD-K20548681-001-01-3,,BRD-K20548681,-0.0249,0.9000282119989577,32,410,-0.0254,0.0187,0.9947284238474373
BRD:BRD-K69907333-001-10-6,,BRD-K69907333,-0.0247,0.8943127571642053,27,387,-0.3148,-0.3391,0.9943892438945441
BRD:BRD-K68358632-001-01-0,,BRD-K68358632,-0.0247,0.891804803872751,31,346,0.1789,0.2195,0.9938215359094008
BRD:BRD-K90069354-001-03-7,,BRD-K90069354,-0.0246,0.8674899943060012,31,395,-0.1253,-0.1478,0.9875927907131113
BRD:BRD-A93699261-236-03-4,,BRD-A93699261,-0.0243,0.9152099563398831,27,387,0.2933,0.2247,0.9949654254559366
BRD:BRD-K80762071-236-02-5,,BRD-K80762071,-0.0242,0.8855786025940904,31,396,-0.002,-0.0063,0.9918408905942236
BRD:BRD-A20119038-003-07-8,,BRD-A20119038,-0.0242,0.8867064649582304,32,407,0.1848,0.2269,0.9918408905942236
BRD:BRD-K91758890-001-10-0,,BRD-K91758890,-0.0241,0.9077078426597268,32,407,0.2291,0.2855,0.9947284238474373
BRD:BRD-K99451608-001-07-3,,BRD-K99451608,-0.024,0.8867625001405682,32,408,0.1968,0.2099,0.9918408905942236
BRD:BRD-K09659835-003-01-4,,BRD-K09659835,-0.024,0.9018506870373587,31,404,-0.039,-0.0394,0.9947284238474373
BRD:BRD-K57886322-001-16-6,,BRD-K57886322,-0.024,0.9120584530828847,32,405,0.0108,0.0285,0.994889282693458
BRD:BRD-A95602221-003-02-1,,BRD-A95602221,-0.0238,0.8931824620752742,31,408,0.035,0.0057,0.9943892438945441
BRD:BRD-K49702221-003-01-6,,BRD-K49702221,-0.0238,0.905145196649722,31,404,-0.0011,-0.0123,0.9947284238474373
BRD:BRD-K42497885-001-01-1,,BRD-K42497885,-0.0237,0.9035877146196614,31,401,-1.2566,-1.2293,0.9947284238474373
BRD:BRD-K03886848-001-01-8,MK-5046,BRD-K03886848,-0.0236,0.8740582652790834,38,573,-0.2716,-0.2276,0.9884836144645196
BRD:BRD-K29582677-300-10-6,,BRD-K29582677,-0.0235,0.8760519723721013,32,393,-0.1739,-0.1604,0.9890958823080062
BRD:BRD-K60567437-001-10-2,,BRD-K60567437,-0.0235,0.8801234280774348,31,401,0.1265,0.1302,0.990557490202229
BRD:BRD-K95941975-001-01-5,,BRD-K95941975,-0.0234,0.872337237615752,31,396,0.0399,-0.0102,0.98844668975942
BRD:BRD-K00003411-001-01-9,bamaquimast,BRD-K00003411,-0.0233,0.8575610131424136,38,571,-0.0154,0.0056,0.9875927907131113
BRD:BRD-K97045029-001-04-3,,BRD-K97045029,-0.0232,0.864589841302425,32,411,-0.2597,-0.2145,0.9875927907131113
BRD:BRD-K35586044-003-15-4,,BRD-K35586044,-0.0232,0.8990825026217284,31,404,0.0655,0.0089,0.9947284238474373
BRD:BRD-K32127727-001-04-2,,BRD-K32127727,-0.0232,0.9122355402172815,31,347,-0.223,-0.1523,0.994889282693458
BRD:BRD-K43471985-001-05-5,,BRD-K43471985,-0.0231,0.9083146576154035,32,407,-0.0238,0.1261,0.9947284238474373
BRD:BRD-K25991633-001-01-9,,BRD-K25991633,-0.023,0.8810109542056526,31,406,0.1367,0.1483,0.9906808445308658
BRD:BRD-K14796088-003-26-8,,BRD-K14796088,-0.023,0.8858152681133598,32,411,-0.4602,-0.4823,0.9918408905942236
BRD:BRD-K38860038-001-01-2,,BRD-K38860038,-0.0229,0.8984887983372435,31,404,-1.803,-1.8801,0.9947284238474373
BRD:BRD-K84281997-003-08-4,,BRD-K84281997,-0.0228,0.8864874236659936,31,395,0.1001,0.1118,0.9918408905942236
BRD:BRD-K91733562-001-05-0,,BRD-K91733562,-0.0227,0.897492728294304,31,347,0.2119,0.2318,0.9947284238474373
BRD:BRD-K00003506-001-01-9,risdiplam,BRD-K00003506,-0.0224,0.8448552208891518,38,573,0.024,-0.0031,0.9864185024982471
BRD:BRD-K98530306-003-18-3,,BRD-K98530306,-0.0224,0.8738800410347273,32,410,0.0971,0.0909,0.98844668975942
BRD:BRD-K06388517-001-01-2,,BRD-K06388517,-0.0224,0.9135272413574816,31,396,0.1538,0.0743,0.9949654254559366
BRD:BRD-K43389675-003-16-7,,BRD-K43389675,-0.0223,0.9082895344197693,27,387,-3.2909,-3.5247,0.9947284238474373
BRD:BRD-K04035716-011-02-9,PK-44,BRD-K04035716,-0.0222,0.8871962621031919,38,573,-0.077,-0.06,0.9918408905942236
BRD:BRD-A70858459-001-01-7,,BRD-A70858459,-0.022,0.9062913027537122,32,409,-0.0346,-0.0091,0.9947284238474373
BRD:BRD-K04264130-001-01-4,,BRD-K04264130,-0.0219,0.8991490856243979,32,407,-0.2203,-0.1847,0.9947284238474373
BRD:BRD-K14561059-001-06-9,SIB-1893,BRD-K14561059,-0.0219,0.8986366075976152,38,573,-0.1528,-0.145,0.9947284238474373
BRD:BRD-K28542495-003-13-5,,BRD-K28542495,-0.0218,0.8970325855770662,31,401,-0.999,-1.0354,0.9947284238474373
BRD:BRD-K50866992-003-09-5,,BRD-K50866992,-0.0218,0.909539036646935,31,408,-0.0811,-0.0176,0.9947284238474373
BRD:BRD-A49399758-015-01-8,,BRD-A49399758,-0.0217,0.9133000446354668,31,404,-0.4107,-0.3918,0.9949654254559366
BRD:BRD-K18678457-003-02-8,,BRD-K18678457,-0.0217,0.9047913790931827,32,409,-0.0388,-0.1198,0.9947284238474373
BRD:BRD-K00004726-001-01-9,ametantrone,BRD-K00004726,-0.0217,0.8963869628563501,38,571,-2.6926,-2.7393,0.9946833596657325
BRD:BRD-K96418224-300-01-8,,BRD-K96418224,-0.0215,0.9098064463214963,31,346,0.1576,0.1047,0.9947284238474373
BRD:BRD-K40905133-001-04-9,,BRD-K40905133,-0.0215,0.8995539009394907,32,393,-0.1804,-0.2047,0.9947284238474373
BRD:BRD-K37203094-001-02-5,,BRD-K37203094,-0.0215,0.9093825058991634,27,387,-0.1891,-0.16,0.9947284238474373
BRD:BRD-K73999723-001-11-3,,BRD-K73999723,-0.0214,0.8909381028764156,32,411,-0.1028,-0.0472,0.9935079189572774
BRD:BRD-A24857382-001-03-4,,BRD-A24857382,-0.0214,0.9012021470966861,31,395,-0.0596,-0.0818,0.9947284238474373
BRD:BRD-K42748308-300-02-0,,BRD-K42748308,-0.0214,0.9091242134993234,31,408,0.299,0.3788,0.9947284238474373
BRD:BRD-A06916187-001-02-9,,BRD-A06916187,-0.0214,0.8954904782003336,32,407,0.1275,0.1507,0.9943960616300161
BRD:BRD-K00003510-001-01-9,FLT3-IN-1,BRD-K00003510,-0.0214,0.8671903427274338,38,573,-2.125,-1.9388,0.9875927907131113
BRD:BRD-K21728777-001-02-3,,BRD-K21728777,-0.0213,0.8953281414401112,32,408,-1.1598,-1.2403,0.9943960616300161
BRD:BRD-K87349602-001-03-8,,BRD-K87349602,-0.0211,0.8975519822126773,32,410,-0.1255,-0.1362,0.9947284238474373
BRD:BRD-K60265345-001-02-9,lifitegrast,BRD-K60265345,-0.0211,0.901342430838297,38,574,-0.0586,0.0237,0.9947284238474373
BRD:BRD-K10065684-001-07-4,,BRD-K10065684,-0.021,0.8987971017248072,32,407,-0.0844,0.0564,0.9947284238474373
BRD:BRD-K50005760-001-01-1,,BRD-K50005760,-0.0209,0.8873981458556566,31,346,-0.0734,-0.0399,0.9918408905942236
BRD:BRD-K26041695-001-02-5,,BRD-K26041695,-0.0205,0.9121245973528047,31,346,0.2489,0.2496,0.994889282693458
BRD:BRD-A14757586-001-04-9,tetrazol-5-yl-glycine-(RS),BRD-A14757586,-0.0204,0.9038649176177713,38,571,-0.0394,0.06,0.9947284238474373
BRD:BRD-K96358241-001-01-9,,BRD-K96358241,-0.0204,0.8884117811494723,32,407,-3.3621,-3.2115,0.992157235856072
BRD:BRD-K00073067-001-02-9,Artelinic acid,BRD-K00073067,-0.0203,0.9148493368340122,38,561,-0.5288,-0.688,0.9949654254559366
BRD:BRD-K79602928-003-19-9,,BRD-K79602928,-0.0202,0.924013142862767,31,404,0.1296,0.1301,0.9968301938414662
BRD:BRD-K00003296-001-01-9,PF-06650833,BRD-K00003296,-0.0201,0.8731914759224482,38,573,-0.2027,-0.1579,0.98844668975942
BRD:BRD-K46209126-001-06-4,,BRD-K46209126,-0.0201,0.916457165613441,31,347,0.0292,0.0261,0.9952592699938692
BRD:BRD-K19388745-003-01-7,,BRD-K19388745,-0.0201,0.9105207014878212,32,407,0.1243,0.0604,0.9947284238474373
BRD:BRD-K35559145-050-08-5,,BRD-K35559145,-0.02,0.9005914784221843,32,410,-0.0939,0.0069,0.9947284238474373
BRD:BRD-K16542329-001-13-5,,BRD-K16542329,-0.0199,0.9189432460896162,32,409,-0.07,-0.0801,0.9956318239905049
BRD:BRD-K70358946-001-15-7,,BRD-K70358946,-0.0198,0.9302922336137694,32,409,-0.0937,-0.0745,0.998048154547495
BRD:BRD-K92968657-001-01-6,,BRD-K92968657,-0.0198,0.9058429358506699,32,411,0.1845,0.171,0.9947284238474373
BRD:BRD-A09056319-003-07-7,,BRD-A09056319,-0.0198,0.9151680542043198,32,408,0.1087,0.1555,0.9949654254559366
BRD:BRD-K00003480-001-01-9,tropifexor,BRD-K00003480,-0.0198,0.8849276450965246,38,574,0.149,0.1531,0.9918408905942236
BRD:BRD-A17009129-001-01-3,,BRD-A17009129,-0.0196,0.8911443387148834,31,395,0.2017,0.1933,0.9935747224752147
BRD:BRD-K37687387-237-01-7,,BRD-K37687387,-0.0195,0.9201781510278018,31,406,0.1979,0.1615,0.9960162036471821
BRD:BRD-K00091085-001-01-9,BAY 2416964,BRD-K00091085,-0.0195,0.913031218672573,38,561,0.1205,0.0976,0.9949654254559366
BRD:BRD-A28301258-001-03-0,,BRD-A28301258,-0.0195,0.9040036404345733,31,408,-1.7232,-1.9111,0.9947284238474373
BRD:BRD-K20001883-001-02-7,,BRD-K20001883,-0.0194,0.9173487572045853,31,406,0.2478,0.3084,0.9956131985658031
BRD:BRD-K19318328-001-01-3,,BRD-K19318328,-0.0194,0.9125184535888772,26,371,-0.1013,-0.1148,0.994889845418023
BRD:BRD-K00003364-001-01-9,GSK2239633A,BRD-K00003364,-0.0194,0.8933930139791754,38,574,-0.0846,-0.0631,0.9943892438945441
BRD:BRD-K28456624-001-01-1,,BRD-K28456624,-0.0194,0.9154893617431485,31,406,0.128,0.1695,0.9949654254559366
BRD:BRD-K00077013-001-02-9,Mapracorat,BRD-K00077013,-0.0193,0.89565658508973,38,561,-0.2016,-0.0296,0.9943960616300161
BRD:BRD-K00004723-001-01-9,HP-228,BRD-K00004723,-0.0191,0.9029434480013285,38,574,-0.1307,-0.0747,0.9947284238474373
BRD:BRD-K17555800-003-01-5,,BRD-K17555800,-0.0191,0.886251352294949,32,409,-0.6256,-0.5364,0.9918408905942236
BRD:BRD-K96786677-236-02-4,,BRD-K96786677,-0.019,0.9068727135887067,32,393,-0.1964,-0.2061,0.9947284238474373
BRD:BRD-A71407503-001-01-8,,BRD-A71407503,-0.0189,0.9182868308056488,31,408,0.1619,0.2052,0.9956131985658031
BRD:BRD-K76908866-001-07-6,,BRD-K76908866,-0.0189,0.9125440290520542,32,409,-0.1869,-0.1702,0.994889845418023
BRD:BRD-K00003682-001-01-9,imidurea,BRD-K00003682,-0.0189,0.8937916374024797,38,571,0.0124,0.0104,0.9943892438945441
BRD:BRD-K00003301-001-01-9,ASP-9521,BRD-K00003301,-0.0188,0.9105181826109908,38,571,-0.0297,0.0205,0.9947284238474373
BRD:BRD-K15426076-001-01-2,,BRD-K15426076,-0.0188,0.9134003663246293,32,393,0.0557,-0.0128,0.9949654254559366
BRD:BRD-A92341659-001-04-0,,BRD-A92341659,-0.0187,0.9088222693511826,31,396,-0.005,-0.071,0.9947284238474373
BRD:BRD-K00079290-001-02-9,PCO371,BRD-K00079290,-0.0187,0.9229746820347812,38,561,-0.1098,-0.1054,0.9968301938414662
BRD:BRD-K30240666-051-15-9,,BRD-K30240666,-0.0186,0.8915716107468872,32,407,0.121,0.1339,0.9937247598442817
BRD:BRD-K00603606-003-24-0,,BRD-K00603606,-0.0185,0.9233969630021563,32,407,0.2153,0.2932,0.9968301938414662
BRD:BRD-K47598052-001-15-8,,BRD-K47598052,-0.0185,0.923443659517159,31,403,-0.2017,-0.2543,0.9968301938414662
BRD:BRD-K57754230-001-02-7,,BRD-K57754230,-0.0184,0.9342314966396885,32,410,-0.0748,-0.1425,0.9985585030452037
BRD:BRD-K39974922-001-04-3,,BRD-K39974922,-0.0183,0.934196500613655,31,401,0.1947,0.2066,0.9985585030452037
BRD:BRD-K62627508-001-01-5,,BRD-K62627508,-0.0182,0.9289665123567852,32,409,0.0883,0.1393,0.998048154547495
BRD:BRD-K12906202-001-06-2,,BRD-K12906202,-0.0181,0.9140671076457597,31,396,-0.0056,0.008,0.9949654254559366
BRD:BRD-K66896751-001-02-4,,BRD-K66896751,-0.018,0.9092172228302986,31,346,0.2173,0.2238,0.9947284238474373
BRD:BRD-K01742705-001-01-7,,BRD-K01742705,-0.0179,0.9441112955065659,31,346,0.3418,0.2774,0.9985585030452037
BRD:BRD-A44971162-001-02-7,,BRD-A44971162,-0.0179,0.8991369522506534,31,395,0.1133,0.1337,0.9947284238474373
BRD:BRD-K34073885-001-09-3,,BRD-K34073885,-0.0178,0.9382269637913565,27,386,-0.1789,-0.1186,0.9985585030452037
BRD:BRD-K00003120-001-01-9,BI-409306,BRD-K00003120,-0.0178,0.9051946678332456,38,574,0.0934,0.061,0.9947284238474373
BRD:BRD-K55487946-001-01-3,,BRD-K55487946,-0.0177,0.9238822792500421,31,347,0.0912,0.0482,0.9968301938414662
BRD:BRD-K53963539-004-02-0,,BRD-K53963539,-0.0175,0.9444299256020637,32,393,0.0042,-0.0781,0.9985585030452037
BRD:BRD-K33127281-001-05-6,,BRD-K33127281,-0.0174,0.9284571821712682,31,406,-0.1888,-0.2572,0.998048154547495
BRD:BRD-K84798689-236-02-9,,BRD-K84798689,-0.0173,0.9303729822214201,32,393,-0.1975,-0.1954,0.998048154547495
BRD:BRD-K04710043-001-17-8,,BRD-K04710043,-0.0171,0.9115496759365617,31,396,0.1115,0.0957,0.994764111155457
BRD:BRD-K00003330-001-01-9,afamelanotide,BRD-K00003330,-0.0171,0.8648946587624063,38,574,0.0048,-0.011,0.9875927907131113
BRD:BRD-K00003142-003-01-9,dasotraline,BRD-K00003142,-0.0171,0.9175196553190087,38,573,0.0156,-0.0954,0.9956131985658031
BRD:BRD-K75956464-237-01-5,,BRD-K75956464,-0.017,0.9151993328052935,32,408,0.2181,0.257,0.9949654254559366
BRD:BRD-K00003283-001-01-9,roluperidone,BRD-K00003283,-0.0169,0.9154359305163283,38,573,-0.0117,0.0051,0.9949654254559366
BRD:BRD-A61392169-001-02-7,,BRD-A61392169,-0.0168,0.9103608232155225,32,407,0.1271,0.1994,0.9947284238474373
BRD:BRD-K00004594-001-01-9,parsaclisib,BRD-K00004594,-0.0168,0.9102286020814879,38,574,-0.1867,-0.0907,0.9947284238474373
BRD:BRD-K29542628-001-03-9,,BRD-K29542628,-0.0166,0.9364386919531467,31,404,-0.9799,-0.9944,0.9985585030452037
BRD:BRD-K00003449-001-01-9,E7046,BRD-K00003449,-0.0166,0.8832196573719044,38,571,-0.1355,-0.1003,0.9914137003728271
BRD:BRD-K89997465-003-43-0,,BRD-K89997465,-0.0164,0.9211769907950627,32,408,0.1154,0.1301,0.9964301667789838
BRD:BRD-K55677650-003-02-9,,BRD-K55677650,-0.0164,0.9142221404409933,31,408,-0.0205,0.0078,0.9949654254559366
BRD:BRD-K92658264-001-02-9,OF-1,BRD-K92658264,-0.0163,0.9106379797696127,38,571,-0.2005,-0.19,0.9947284238474373
BRD:BRD-K17295893-238-03-9,nastorazepide,BRD-K17295893,-0.0163,0.9418349237750737,38,574,-0.0932,-0.0688,0.9985585030452037
BRD:BRD-K12539416-001-01-4,,BRD-K12539416,-0.0162,0.9143369670526297,32,393,0.0389,-0.024,0.9949654254559366
BRD:BRD-K17016787-001-16-7,,BRD-K17016787,-0.0162,0.9287217666442634,32,409,0.1206,0.1079,0.998048154547495
BRD:BRD-K13112821-001-17-4,,BRD-K13112821,-0.0161,0.9294268758821663,31,406,-0.0118,-0.0242,0.998048154547495
BRD:BRD-K20290250-001-01-3,,BRD-K20290250,-0.0161,0.9481043370052925,32,407,-0.0546,-0.2058,0.9985585030452037
BRD:BRD-A74391928-051-01-3,,BRD-A74391928,-0.016,0.9322430073820703,32,411,-0.3296,-0.3613,0.9983265877516732
BRD:BRD-K92848252-001-01-9,,BRD-K92848252,-0.016,0.9333177624073581,32,409,-0.0498,-0.0154,0.9985585030452037
BRD:BRD-A33697453-008-02-4,,BRD-A33697453,-0.0159,0.94971637259138,31,406,0.0284,-0.0174,0.9985585030452037
