gene,cohens_d,p_value,n_lost,n_intact,median_resid_lost,median_resid_intact,fdr,composite_score,uncorr_cohens_d,uncorr_pvalue,uncorr_fdr,uncorr_composite,was_significant,is_significant,lineage_artifact,fdr_change,rank_change
MAN2C1,-0.0462,0.652312701181677,67,585,0.0116,0.012,0.9988716805228369,0.0,-0.1145,0.3370602450519686,0.942520063980189,0.0029,False,False,False,0.056351616542647975,3057
ENGASE,-0.0461,0.5980260151433504,67,585,0.0062,0.0035,0.9988716805228369,0.0,-0.0945,0.3689913099118344,0.9538817707074796,0.0019,False,False,False,0.04498990981535733,2256
COL11A2,-0.0461,0.5282789456597683,67,585,-0.0105,-0.0004,0.9988716805228369,0.0,-0.0398,0.6816939736415981,0.987115774963054,0.0002,False,False,False,0.011755905559782898,-329
ACCSL,-0.0461,0.6547826203174691,67,585,0.0008,0.0,0.9988716805228369,0.0,0.019,0.8377799862725893,0.9944547156000132,0.0,False,False,False,0.0044169649228237295,-3510
OAZ2,-0.0461,0.7820638327821525,67,585,-0.0035,-0.0035,0.9988716805228369,0.0,-0.0729,0.5541145732220016,0.9823944221865752,0.0006,False,False,False,0.01647725833626168,1329
LRRC56,-0.0461,0.9732346219346718,67,585,0.0015,-0.0023,0.9994885455847995,0.0,-0.1011,0.7008799123536855,0.9886201045012536,0.0005,False,False,False,0.010868441083545899,2535
FGD4,-0.0461,0.5359196468552125,67,585,-0.0451,-0.0215,0.9988716805228369,0.0,-0.0706,0.4730064538267411,0.9773106863644524,0.0007,False,False,False,0.021560994158384528,1223
TMEM63B,-0.046,0.4447733569844091,67,585,-0.0184,0.0012,0.9988716805228369,0.0,-0.0852,0.2399967562648008,0.921363539366387,0.003,False,False,False,0.07750814115644988,1882
ZFP2,-0.046,0.4398927688859344,67,585,-0.0096,0.0013,0.9988716805228369,0.0,-0.1025,0.2802234237536669,0.9354612676893624,0.003,False,False,False,0.06341041283347448,2603
CHD8,-0.046,0.8770193941647295,67,585,-0.0115,-0.0127,0.9988716805228369,0.0,-0.0124,0.8619274255391943,0.9951664807975446,0.0,False,False,False,0.003705199725292374,-1834
RNF41,-0.046,0.8127217776539132,67,585,0.0117,0.0093,0.9988716805228369,0.0,-0.1157,0.4797900447832244,0.9773106863644524,0.0012,False,False,False,0.021560994158384528,3108
RNF208,-0.046,0.7346542892108994,67,585,-0.0031,0.0008,0.9988716805228369,0.0,-0.0613,0.7501823212936087,0.9904953902992824,0.0003,False,False,False,0.008376290223554572,751
JUNB,-0.046,0.4608468392451903,67,585,0.0215,0.0183,0.9988716805228369,0.0,0.0435,0.928526017973336,0.9975610407095122,0.0,False,False,False,0.0013106398133246877,-4862
UBL3,-0.046,0.6741760297958446,67,585,0.0009,0.0046,0.9988716805228369,0.0,-0.0002,0.9546786214092952,0.9975610407095122,0.0,False,False,False,0.0013106398133246877,-2483
UBE3C,-0.0459,0.5100824659080501,67,585,-0.0071,0.0043,0.9988716805228369,0.0,-0.0794,0.3046989718635726,0.9393476063473823,0.0022,False,False,False,0.05952407417545458,1638
FBXO11,-0.0459,0.771567543935261,67,585,0.0161,0.0146,0.9988716805228369,0.0,0.0833,0.3336253771271864,0.942520063980189,0.0021,False,False,False,0.056351616542647975,-6828
SSC5D,-0.0459,0.8899912685120459,67,585,-0.0002,0.0,0.9988716805228369,0.0,-0.0807,0.661718463513719,0.9851360850459384,0.0005,False,False,False,0.01373559547689851,1700
SLCO2B1,-0.0458,0.8372450131263385,67,585,0.0115,0.0002,0.9988716805228369,0.0,-0.0036,0.9950830191139224,0.9993194113770466,0.0,False,False,False,-0.0004477308542096825,-2307
UEVLD,-0.0457,0.6405104863794694,67,585,0.0005,0.0068,0.9988716805228369,0.0,-0.1128,0.2938608929944748,0.9367609238098936,0.0032,False,False,False,0.062110756712943305,3022
PCSK9,-0.0457,0.6676866689285403,67,585,0.0031,0.0111,0.9988716805228369,0.0,-0.0466,0.7679036000700971,0.9919488452605149,0.0002,False,False,False,0.006922835262322069,10
SNRPF,-0.0457,0.9443191332950732,67,585,-0.0362,-0.0468,0.9988716805228369,0.0,-0.1033,0.6114050315177489,0.9823944221865752,0.0008,False,False,False,0.01647725833626168,2654
CNTNAP1,-0.0456,0.7034189526474057,67,585,0.0032,0.0041,0.9988716805228369,0.0,0.0346,0.7424052062397223,0.988903223701504,0.0002,False,False,False,0.00996845682133296,-4388
ZNF76,-0.0456,0.8619274196213492,67,585,0.01,0.0067,0.9988716805228369,0.0,-0.0444,0.9552240850472548,0.9975610407095122,0.0,False,False,False,0.0013106398133246877,-80
ZNF425,-0.0456,0.9388704406788583,67,585,0.015,0.0019,0.9988716805228369,0.0,-0.1392,0.4179204264515358,0.9658239653851955,0.0021,False,False,False,0.033047715137641376,3923
PEX11B,-0.0456,0.44151620749065956,67,585,0.0061,0.0123,0.9988716805228369,0.0,-0.0192,0.571675163406912,0.9823944221865752,0.0001,False,False,False,0.01647725833626168,-1444
C22orf31,-0.0456,0.426630743893335,67,585,-0.0124,0.0061,0.9988716805228369,0.0,-0.0086,0.5688849232075834,0.9823944221865752,0.0001,False,False,False,0.01647725833626168,-2032
ZSWIM4,-0.0456,0.38977823050680915,67,585,-0.0123,-0.0003,0.9988716805228369,0.0,-0.0975,0.1960912137420661,0.9020296443327318,0.0044,False,False,False,0.09684203619010512,2410
POGLUT2,-0.0456,0.850641114693193,67,585,0.0237,0.0093,0.9988716805228369,0.0,-0.0788,0.9672291390488678,0.9980655862510932,0.0001,False,False,False,0.0008060942717437181,1620
PDCD11,-0.0455,0.6872273179188064,67,585,-0.0162,0.0191,0.9988716805228369,0.0,-0.0703,0.4451814818742524,0.9713493735078146,0.0009,False,False,False,0.02752230701502234,1238
NRG4,-0.0455,0.5545732740049425,67,585,-0.0184,0.0015,0.9988716805228369,0.0,0.0002,0.8916149035159844,0.9961234093825128,0.0,False,False,False,0.0027482711403241655,-2490
PAK6,-0.0455,0.6547826203174691,67,585,0.0067,0.0097,0.9988716805228369,0.0,-0.0711,0.4604307024614563,0.9750777047167088,0.0008,False,False,False,0.023793975806128076,1276
PCDHGA2,-0.0455,0.8818801697806594,67,585,-0.002,0.002,0.9988716805228369,0.0,-0.0376,0.9062472211683334,0.9973870603956084,0.0,False,False,False,0.0014846201272284976,-406
MRPS34,-0.0454,0.8754001563454051,67,585,0.0149,0.0418,0.9988716805228369,0.0,-0.0095,0.853325652607191,0.9949424194863864,0.0,False,False,False,0.0039292610364505265,-1974
ZNF558,-0.0454,0.795768293187181,67,585,0.0108,0.0053,0.9988716805228369,0.0,-0.0864,0.4772399981613371,0.9773106863644524,0.0009,False,False,False,0.021560994158384528,1946
RPS7,-0.0454,0.8105976089492916,67,585,0.0221,0.0264,0.9988716805228369,0.0,-0.0725,0.8026445208702492,0.9935679037459302,0.0002,False,False,False,0.005303776776906743,1341
ZNF230,-0.0454,0.9356025818724194,67,585,0.0037,-0.0036,0.9988716805228369,0.0,0.0139,0.6162151738681567,0.9825141634919008,0.0001,False,False,False,0.01635751703093613,-3207
UBE4B,-0.0453,0.7694732264527906,67,585,0.0286,-0.0044,0.9988716805228369,0.0,-0.011,0.5198055167653808,0.9793104017325636,0.0001,False,False,False,0.019561278790273362,-1887
ANP32E,-0.0453,0.8597753991528272,67,585,0.0174,-0.001,0.9988716805228369,0.0,-0.0213,0.9214550993406128,0.9975610407095122,0.0,False,False,False,0.0013106398133246877,-1322
IFT122,-0.0453,0.6607258201262993,67,585,-0.0062,0.0031,0.9988716805228369,0.0,-0.0099,0.9579517127070206,0.9975894567911704,0.0,False,False,False,0.001282223731666532,-1950
ATP6V1E2,-0.0453,0.6181438553752452,67,585,-0.0093,0.0009,0.9988716805228369,0.0,-0.0495,0.5937540447858878,0.9823944221865752,0.0004,False,False,False,0.01647725833626168,175
URB2,-0.0452,0.5486244717493503,67,585,-0.0156,0.0115,0.9988716805228369,0.0,-0.0759,0.3924257825995432,0.9603915689894706,0.0013,False,False,False,0.03848011153336628,1512
IL10,-0.0452,0.88782714671757,67,585,0.0109,0.007,0.9988716805228369,0.0,-0.033,0.8276287270254117,0.9944547156000132,0.0001,False,False,False,0.0044169649228237295,-624
BASP1,-0.0452,0.6978374439505182,67,585,0.0103,-0.0094,0.9988716805228369,0.0,-0.1211,0.8415268362121585,0.9949424194863864,0.0003,False,False,False,0.0039292610364505265,3319
ADAMTS12,-0.0452,0.6356193833793993,67,585,0.01,0.0042,0.9988716805228369,0.0,-0.0049,0.8037037728051332,0.9935679037459302,0.0,False,False,False,0.005303776776906743,-2211
GAMT,-0.0452,0.7064701848460795,67,585,0.002,0.0023,0.9988716805228369,0.0,-0.0994,0.3443471860519355,0.945503448037846,0.0024,False,False,False,0.053368232484990896,2506
SEMA3E,-0.0452,0.4595990015756185,67,585,-0.0181,0.0017,0.9988716805228369,0.0,-0.0701,0.3890238131521449,0.9601966365350418,0.0012,False,False,False,0.03867504398779509,1238
KRT13,-0.0452,0.8921562103039437,67,585,0.0019,-0.0008,0.9988716805228369,0.0,-0.0118,0.891073642590472,0.9961234093825128,0.0,False,False,False,0.0027482711403241655,-1837
NFYB,-0.0451,0.48619753061591253,67,585,-0.0078,0.0244,0.9988716805228369,0.0,-0.0689,0.3377499373820735,0.942520063980189,0.0018,False,False,False,0.056351616542647975,1180
MRPL48,-0.0451,0.6912621483983186,67,585,0.0019,0.0155,0.9988716805228369,0.0,0.0169,0.9863423003411348,0.9987070860814778,0.0,False,False,False,0.0001645944413590783,-3341
BET1,-0.0451,0.9950830189010434,67,585,-0.0042,0.0013,0.9996544161134269,0.0,0.0531,0.4472252071791325,0.9719058526153224,0.0007,False,False,False,0.027748563498104506,-5322
HENMT1,-0.0451,0.8196347702659623,67,585,0.0131,0.0094,0.9988716805228369,0.0,-0.0191,0.9928977431142756,0.9993194113770466,0.0,False,False,False,-0.0004477308542096825,-1427
PATJ,-0.0451,0.42464188116777857,67,585,0.006,0.004,0.9988716805228369,0.0,-0.078,0.1890784596371216,0.8995271344185874,0.0036,False,False,False,0.09934454610424948,1606
UBOX5,-0.0451,0.833502369772631,67,585,0.0044,-0.0012,0.9988716805228369,0.0,-0.1274,0.4595990210099895,0.9750777047167088,0.0014,False,False,False,0.023793975806128076,3542
TAS2R39,-0.045,0.4734288569074029,67,585,-0.001,0.0055,0.9988716805228369,0.0,0.0143,0.968866828372018,0.9983658360500032,0.0,False,False,False,0.0005058444728337497,-3203
ANP32A,-0.045,0.714118838259246,67,585,0.0093,0.0087,0.9988716805228369,0.0,-0.0604,0.5229191369885683,0.9793104017325636,0.0005,False,False,False,0.019561278790273362,750
SIN3B,-0.045,0.7059613168571,67,585,-0.0094,0.0075,0.9988716805228369,0.0,0.0354,0.8926975766269769,0.9961234093825128,0.0001,False,False,False,0.0027482711403241655,-4396
EIF4G2,-0.045,0.5499944716191941,67,585,-0.0115,0.02,0.9988716805228369,0.0,-0.0249,0.7904896439165949,0.993302184314158,0.0001,False,False,False,0.00556949620867897,-1091
MINDY3,-0.045,0.9978146639673255,67,585,0.0048,0.0012,0.9996544161134269,0.0,-0.0587,0.9067898017929142,0.9973870603956084,0.0001,False,False,False,0.0022673557178184423,667
FAM186A,-0.045,0.7424051954829393,67,585,0.0055,0.0008,0.9988716805228369,0.0,-0.0847,0.599453121724908,0.9823944221865752,0.0007,False,False,False,0.01647725833626168,1903
RPS13,-0.045,0.7434406458464109,67,585,-0.0175,-0.0095,0.9988716805228369,0.0,-0.0673,0.6326923297249636,0.9841370715577772,0.0005,False,False,False,0.014734608965059737,1110
SEC24A,-0.045,0.9890736477004332,67,585,0.034,0.0087,0.9996544161134269,0.0,-0.1115,0.4823475052998284,0.9773106863644524,0.0011,False,False,False,0.022343729748974472,3008
ZNF37A,-0.0449,0.8463494752712867,67,585,0.013,0.0,0.9988716805228369,0.0,-0.0979,0.5440700275445678,0.9823343175790452,0.0008,False,False,False,0.01653736294379171,2472
CDKN2D,-0.0449,0.58008468470035,67,585,-0.0168,-0.0055,0.9988716805228369,0.0,-0.037,0.5999291611670305,0.9823944221865752,0.0003,False,False,False,0.01647725833626168,-407
SFMBT1,-0.0449,0.9459542608883359,67,585,0.0066,0.0,0.9988716805228369,0.0,0.0471,0.5000201612621692,0.9773106863644524,0.0005,False,False,False,0.021560994158384528,-5004
DUSP14,-0.0449,0.5518237559260205,67,585,-0.0057,-0.0054,0.9988716805228369,0.0,-0.0975,0.3217818774768682,0.942520063980189,0.0025,False,False,False,0.056351616542647975,2449
MAPK15,-0.0449,0.9743267012191381,67,585,0.0058,0.0063,0.9995795903169907,0.0,-0.0606,0.889450165322096,0.9961234093825128,0.0001,False,False,False,0.0034561809344779704,768
MAP3K13,-0.0449,0.7973537270194447,67,585,-0.0034,0.0038,0.9988716805228369,0.0,-0.033,0.9062472211683334,0.9973870603956084,0.0,False,False,False,0.0014846201272284976,-603
KLK7,-0.0448,0.5445246088914151,67,585,-0.0195,-0.0032,0.9988716805228369,0.0,-0.0793,0.3763347377774668,0.9570356237537596,0.0015,False,False,False,0.04183605676907731,1685
SH3GLB1,-0.0448,0.7989399973257469,67,585,-0.0106,0.0006,0.9988716805228369,0.0,0.0366,0.5573294923221801,0.9823944221865752,0.0003,False,False,False,0.01647725833626168,-4441
RNASEK,-0.0448,0.7563625196300806,23,134,0.0676,-0.0171,0.9988716805228369,0.0,0.0315,0.7152116197359066,0.988903223701504,0.0002,False,False,False,0.00996845682133296,-4191
SIRPB1,-0.0448,0.9339690557625824,67,585,-0.0055,0.0049,0.9988716805228369,0.0,-0.027,0.9067898017929142,0.9973870603956084,0.0,False,False,False,0.0014846201272284976,-966
DNAJA3,-0.0447,0.9978146639673255,67,585,0.0137,0.0192,0.9996544161134269,0.0,-0.1046,0.5573294923221801,0.9823944221865752,0.0008,False,False,False,0.017259993926851624,2760
MRPL47,-0.0447,0.907332421926121,67,585,0.0415,0.0196,0.9988716805228369,0.0,0.0302,0.8047633853577935,0.9935679037459302,0.0001,False,False,False,0.005303776776906743,-4098
SPR,-0.0447,0.6356193833793993,67,585,-0.016,0.0065,0.9988716805228369,0.0,-0.0365,0.6852132426037686,0.987121351851376,0.0002,False,False,False,0.011750328671460974,-420
LYRM7,-0.0447,0.9236301283578816,67,585,0.0154,0.0137,0.9988716805228369,0.0,-0.0766,0.6646999160764896,0.9851360850459384,0.0005,False,False,False,0.01373559547689851,1578
GAB3,-0.0447,0.8511778835842829,67,585,0.0042,0.0044,0.9988716805228369,0.0,-0.0349,0.8345713224992349,0.9944547156000132,0.0001,False,False,False,0.0044169649228237295,-507
MDH2,-0.0447,0.46585708308456786,67,585,0.0097,0.017,0.9988716805228369,0.0,0.0209,0.9568606007690892,0.9975894567911704,0.0,False,False,False,0.001282223731666532,-3555
MRPL28,-0.0447,0.7039271613771703,67,585,-0.0248,0.0096,0.9988716805228369,0.0,-0.031,0.6988510717559127,0.9886201045012536,0.0002,False,False,False,0.01025157602158333,-727
ST14,-0.0447,0.8770193941647295,67,585,-0.0016,-0.0032,0.9988716805228369,0.0,-0.097,0.5937540447858878,0.9823944221865752,0.0007,False,False,False,0.01647725833626168,2432
DPCD,-0.0447,0.9923514314674939,67,585,-0.0025,0.0017,0.9996544161134269,0.0,-0.0448,0.9552240850472548,0.9975610407095122,0.0,False,False,False,0.0020933754039146324,-6
MOB4,-0.0446,0.6816939606160666,67,585,-0.0014,-0.0104,0.9988716805228369,0.0,0.0497,0.3807837773265418,0.9585615486792392,0.0009,False,False,False,0.040310131843597774,-5129
CEP131,-0.0446,0.9688668270247862,67,585,0.0248,0.0075,0.9994885455847995,0.0,-0.0784,0.7820638419794993,0.992265324626336,0.0003,False,False,False,0.007223220958463505,1656
CNR2,-0.0446,0.7455129374915184,67,585,0.0096,-0.0014,0.9988716805228369,0.0,-0.0552,0.6503395199238798,0.9851360850459384,0.0004,False,False,False,0.01373559547689851,521
DGKH,-0.0446,0.6963180315523596,67,585,-0.0085,0.0031,0.9988716805228369,0.0,-0.0768,0.5363708444273618,0.979994458062668,0.0007,False,False,False,0.018877222460168874,1593
XAGE3,-0.0445,0.7935782753355274,67,567,0.0368,0.0222,0.9988716805228369,0.0,-0.0816,0.6476456047107852,0.9851360850459384,0.0005,False,False,False,0.01373559547689851,1808
C9orf40,-0.0445,0.8630038153483266,67,585,-0.0167,0.0,0.9988716805228369,0.0,0.0025,0.8063534762646306,0.9935679037459302,0.0,False,False,False,0.005303776776906743,-2558
AHSA1,-0.0445,0.5932802269360845,67,585,-0.0039,-0.0005,0.9988716805228369,0.0,-0.1079,0.1710701818740555,0.8943774342954771,0.0052,False,False,False,0.10449424622735981,2899
SYP,-0.0445,0.9388704406788583,67,585,-0.0009,-0.0016,0.9988716805228369,0.0,-0.0533,0.9508609845500472,0.9975610407095122,0.0001,False,False,False,0.0013106398133246877,438
SKP1,-0.0445,0.8431337268949161,67,585,-0.0133,-0.0108,0.9988716805228369,0.0,-0.0772,0.6104450022873016,0.9823944221865752,0.0006,False,False,False,0.01647725833626168,1610
CERKL,-0.0444,0.7989399973257469,67,585,0.0028,0.0049,0.9988716805228369,0.0,0.0296,0.8560118838480554,0.9949424194863864,0.0001,False,False,False,0.0039292610364505265,-4049
HLA-F,-0.0444,0.7182099539223747,67,585,-0.005,-0.0039,0.9988716805228369,0.0,-0.0569,0.6706787216138097,0.985732799775182,0.0004,False,False,False,0.013138880747654902,609
OR4A47,-0.0444,0.7717797488327476,61,570,0.0099,0.0096,0.9988716805228369,0.0,-0.1162,0.4101739109496504,0.9651016409936232,0.0018,False,False,False,0.03377003952921376,3207
DHX33,-0.0444,0.6162151585975271,67,585,-0.0207,-0.0028,0.9988716805228369,0.0,-0.0608,0.3398244500380303,0.942520063980189,0.0016,False,False,False,0.056351616542647975,806
RERE,-0.0443,0.9715965977297478,67,585,0.0054,0.0049,0.9994885455847995,0.0,-0.0496,0.8554745030822839,0.9949424194863864,0.0001,False,False,False,0.004546126098413095,240
KCNAB2,-0.0443,0.8851231718437018,67,585,0.0136,0.0,0.9988716805228369,0.0,-0.1303,0.591859877453667,0.9823944221865752,0.001,False,False,False,0.01647725833626168,3700
EDN2,-0.0443,0.8479583131456989,67,585,0.0061,0.0,0.9988716805228369,0.0,-0.0221,0.8743209591598078,0.9953303992568416,0.0,False,False,False,0.0035412812659952886,-1220
ZNF503,-0.0443,0.7747121394302091,67,585,-0.0228,0.0,0.9988716805228369,0.0,-0.0063,0.994536696015705,0.9993194113770466,0.0,False,False,False,-0.0004477308542096825,-2091
CLPP,-0.0443,0.2982918924671706,67,585,-0.0187,0.0123,0.9988716805228369,0.0,0.0007,0.5220285549946934,0.9793104017325636,0.0,False,False,False,0.019561278790273362,-2444
SNAPC3,-0.0443,0.731561428261068,67,585,-0.0542,-0.0116,0.9988716805228369,0.0,-0.0075,0.8667731965245011,0.9951664807975446,0.0,False,False,False,0.003705199725292374,-2022
GARIN1A,-0.0443,0.7253888200515837,67,585,-0.0077,0.0069,0.9988716805228369,0.0,-0.0147,0.8683895761900755,0.9951664807975446,0.0,False,False,False,0.003705199725292374,-1601
CD82,-0.0442,0.483628990054768,67,585,-0.009,0.0059,0.9988716805228369,0.0,-0.109,0.2028066765274743,0.9024949901071614,0.0049,False,False,False,0.09637669041567554,2953
SNX19,-0.0442,0.9885273668409625,67,585,0.0193,0.009,0.9996544161134269,0.0,-0.0725,0.8608512862003066,0.9951664807975446,0.0002,False,False,False,0.004487935315882319,1408
CTCF,-0.0442,0.7403356943391509,67,585,-0.0251,0.0139,0.9988716805228369,0.0,-0.0585,0.6523127152435757,0.9851360850459384,0.0004,False,False,False,0.01373559547689851,698
OR56B1,-0.0441,0.5408674065880428,61,570,-0.0082,-0.0017,0.9988716805228369,0.0,-0.0811,0.4362683259852749,0.9684158207315386,0.0011,False,False,False,0.03045585979129828,1807
SLC9C2,-0.0441,0.5224737304865367,67,585,-0.0104,0.0,0.9988716805228369,0.0,-0.0682,0.3785552337666508,0.9580342868454704,0.0013,False,False,False,0.040837393677366496,1204
CHRNA6,-0.0441,0.8824205341339556,67,585,-0.0039,0.0045,0.9988716805228369,0.0,-0.0109,0.853325652607191,0.9949424194863864,0.0,False,False,False,0.0039292610364505265,-1824
MDH1,-0.0441,0.4326298199422406,67,585,-0.0293,-0.0027,0.9988716805228369,0.0,-0.0121,0.5824309334291887,0.9823944221865752,0.0001,False,False,False,0.01647725833626168,-1759
LY6H,-0.0441,0.5796159704046648,67,585,-0.0016,-0.0005,0.9988716805228369,0.0,0.0181,0.2910358091476771,0.93623214594866,0.0005,False,False,False,0.06263953457417692,-3350
SLC6A16,-0.0441,0.9448641501014762,67,585,-0.0036,-0.0094,0.9988716805228369,0.0,-0.0168,0.8324337389316756,0.9944547156000132,0.0,False,False,False,0.0044169649228237295,-1485
JAK1,-0.044,0.87486052596025,67,585,0.0151,0.0054,0.9988716805228369,0.0,-0.049,0.9062472211683334,0.9973870603956084,0.0001,False,False,False,0.0014846201272284976,216
PPP2R2B,-0.0439,0.7182099539223747,67,585,-0.0092,0.0043,0.9988716805228369,0.0,-0.0668,0.6459087997272561,0.9851360850459384,0.0004,False,False,False,0.01373559547689851,1132
CLK3,-0.0439,0.7841679294626875,67,585,0.0048,0.0041,0.9988716805228369,0.0,-0.086,0.8543999428402138,0.9949424194863864,0.0002,False,False,False,0.0039292610364505265,2009
CRABP1,-0.0439,0.58008468470035,67,585,-0.0014,-0.0014,0.9988716805228369,0.0,-0.0569,0.4019699097735434,0.962205844034946,0.001,False,False,False,0.0366658364878909,629
NLRP2,-0.0438,0.5404400280443673,67,585,0.0011,0.0024,0.9988716805228369,0.0,0.0087,0.7783855162947521,0.9919488452605149,0.0,False,False,False,0.006922835262322069,-2862
