cancer_type,gene,cohens_d,p_value,n_mut,n_wt,fdr,n_cancer_types,category
Bowel,HOMER1,-0.8111569705872715,0.012013334337970432,12,51,0.4369393468846811,1,cancer_specific
Ovary/Fallopian Tube,TRERF1,-0.8111377996408569,0.04436804899211842,15,44,0.48897571387687483,1,cancer_specific
Uterus,TPST1,-0.8109951206889441,0.049525027948936186,22,12,0.4671400716214491,1,cancer_specific
Ovary/Fallopian Tube,OR1K1,-0.8109483126896372,0.01826377251422634,11,38,0.4286723153307093,1,cancer_specific
Bowel,KCTD15,-0.8107840112237275,0.008876524483890435,12,51,0.40916442293223493,1,cancer_specific
Lymphoid,TUBGCP2,-0.8106298820510137,0.04983358090974273,6,87,0.7241882556896287,1,cancer_specific
Pancreas,OR2T27,-0.810594373773965,0.01372334421965113,12,28,0.9994757549302502,1,cancer_specific
Lung,H1-5,-0.8105629098522277,0.030811391703582564,8,118,0.9997943488153372,1,cancer_specific
Uterus,OR13A1,-0.8105190371316944,0.019011619517792417,21,10,0.405932533739189,1,cancer_specific
Esophagus/Stomach,EIF4EBP1,-0.8104822991222896,0.004017409664767231,11,58,1.0,1,cancer_specific
Pancreas,IMPDH2,-0.8104487851842023,0.0394440865571305,12,36,0.9994757549302502,1,cancer_specific
Bowel,IGLON5,-0.8103715009628697,0.009342228571489678,12,51,0.41057720714554263,2,cancer_specific
Lymphoid,SPECC1,-0.8103448639610457,0.03905322973353294,6,87,0.706652896511038,1,cancer_specific
Pancreas,PRCP,-0.810299570166015,0.0244489453100894,12,36,0.9994757549302502,1,cancer_specific
Bowel,SLC66A2,-0.810283614361186,0.026815513254302602,12,51,0.48131027844134133,2,cancer_specific
Esophagus/Stomach,MMP28,-0.8099319592695429,0.018660313576929873,11,58,1.0,3,universal
Uterus,CLDN1,-0.8099005841688237,0.045491500018284704,22,12,0.45929509393460755,1,cancer_specific
Pancreas,OGFOD2,-0.8098741109099786,0.021583480589876823,12,36,0.9994757549302502,2,cancer_specific
Pancreas,CLTB,-0.809741347557539,0.008514596542720378,12,36,0.9994757549302502,2,cancer_specific
Uterus,MUSTN1,-0.8097056357041978,0.018252475934497435,22,12,0.40355751662327194,2,cancer_specific
Biliary Tract,SLC9A8,-0.8096284242394668,0.048430222528894264,4,30,0.6278632420710221,1,cancer_specific
Ovary/Fallopian Tube,SLC17A4,-0.8094511156805317,0.02645339908812638,15,44,0.45653118291549,1,cancer_specific
Lung,PBRM1,-0.8093995721332046,0.032521593043853006,8,118,0.9997943488153372,1,cancer_specific
Lung,WNT7B,-0.8092482976639284,0.01690616067988307,8,118,0.9997943488153372,2,cancer_specific
Bowel,DDX43,-0.8088351834788041,0.01856157730794113,12,51,0.45655369370191,2,cancer_specific
Ovary/Fallopian Tube,IKBKE,-0.8084420671282371,0.014453473146387577,15,44,0.41017649628713837,3,universal
Ovary/Fallopian Tube,TTC21A,-0.8082630267032157,0.0035477700553855707,15,44,0.3438652154763171,1,cancer_specific
Bladder/Urinary Tract,XAF1,-0.8082409769422654,0.04747225796757957,8,26,1.0,1,cancer_specific
Lymphoid,MLPH,-0.8080620780158281,0.024154226409296774,6,87,0.6787223146005714,2,cancer_specific
Bowel,PXT1,-0.8078431805115148,0.008006859680430552,12,51,0.4071280465090441,1,cancer_specific
Breast,TRAFD1,-0.807787305499496,0.02870280187546717,5,48,0.8776493075459502,1,cancer_specific
Lymphoid,ZNF34,-0.8077618192983593,0.03440913006445572,6,87,0.6949361184835696,2,cancer_specific
Bladder/Urinary Tract,LSM14A,-0.8076630802918495,0.019562018580535884,8,26,1.0,1,cancer_specific
Uterus,CCDC184,-0.8075088504193869,0.013565462982856378,22,12,0.37829287207713486,2,cancer_specific
Lymphoid,SNX22,-0.8074509897503525,0.027660514155305908,6,87,0.6900386609823649,2,cancer_specific
Bowel,N4BP2L1,-0.8073262207878488,0.015340679297945806,12,51,0.44662453857016415,2,cancer_specific
Ovary/Fallopian Tube,EXOC4,-0.8073112974342505,0.02012888654666429,15,44,0.4375059174181126,3,universal
Ovary/Fallopian Tube,SALL2,-0.8072094220501822,0.030214515191639025,15,44,0.46584391393059277,2,cancer_specific
Breast,RDH14,-0.8071767729386534,0.040347285503461186,5,48,0.8949562803774491,2,cancer_specific
Esophagus/Stomach,PTPN5,-0.8070621379997724,0.0170776239027515,11,58,1.0,2,cancer_specific
Ovary/Fallopian Tube,KIFBP,-0.8070505932501304,0.02529301522130647,15,44,0.4539830389722186,1,cancer_specific
Esophagus/Stomach,WDR82,-0.8069470088748644,0.028645677617237787,11,58,1.0,1,cancer_specific
Lung,HCCS,-0.8069142452026825,0.04337038613314787,8,118,0.9997943488153372,1,cancer_specific
Ovary/Fallopian Tube,SORBS2,-0.8068685015950718,0.008357468159389198,15,44,0.3865237714951714,1,cancer_specific
Bowel,TEDC2,-0.8068266853948981,0.04696148799439522,12,51,0.5266206636819892,1,cancer_specific
Lymphoid,SMTN,-0.8067945773389339,0.04983358090974273,6,87,0.7241882556896287,1,cancer_specific
Esophagus/Stomach,ARHGAP24,-0.8067017924993078,0.0023602007590497655,11,58,1.0,1,cancer_specific
Biliary Tract,USP13,-0.8066499985202936,0.036096256684491984,4,30,0.6034249226006193,2,cancer_specific
Ovary/Fallopian Tube,TMEM165,-0.8065927024794837,0.004672844834109206,15,44,0.3550372064424245,1,cancer_specific
Uterus,TGFA,-0.8065802528859688,0.03825087996010347,22,12,0.44595352962588775,1,cancer_specific
Bowel,ARHGEF40,-0.8064842377257406,0.0168838256618522,12,51,0.45457038730130905,4,universal
Uterus,SLC17A5,-0.8062813364201343,0.018252475934497435,22,12,0.40355751662327194,1,cancer_specific
Ovary/Fallopian Tube,KLHDC3,-0.8062290188877514,0.007938267359358753,15,44,0.3865237714951714,1,cancer_specific
Biliary Tract,PPP4R3A,-0.8062249075961864,0.048430222528894264,4,30,0.6278632420710221,1,cancer_specific
Ovary/Fallopian Tube,PLAGL1,-0.8061854452343444,0.03296976515172451,15,44,0.4718123375383657,4,universal
Ovary/Fallopian Tube,STX11,-0.8061602671259411,0.030214515191639025,15,44,0.46584391393059277,1,cancer_specific
Uterus,NEUROG2,-0.806159309363655,0.020103066753689135,22,12,0.405932533739189,2,cancer_specific
Bladder/Urinary Tract,MKNK1,-0.8061481277785951,0.0346207830667688,8,26,1.0,1,cancer_specific
Uterus,SLC6A3,-0.8060588514263398,0.045491500018284704,22,12,0.45929509393460755,1,cancer_specific
Breast,CASKIN2,-0.8057793842656801,0.026259328114409772,5,48,0.8776493075459502,1,cancer_specific
Lymphoid,CNOT1,-0.8056817224335348,0.02306918226359738,6,87,0.6771147605983607,1,cancer_specific
Esophagus/Stomach,KRTAP10-9,-0.8055652370113959,0.01633139082933328,11,58,1.0,2,cancer_specific
Bladder/Urinary Tract,N4BP2L1,-0.805456102357683,0.04747225796757957,8,26,1.0,2,cancer_specific
Ovary/Fallopian Tube,KYNU,-0.8054490972910574,0.048179541491104316,15,44,0.49965723451532185,2,cancer_specific
Bowel,ZNF226,-0.8053978372787493,0.010339519369235203,12,51,0.42135891320399194,1,cancer_specific
Bowel,RFXANK,-0.8053684232805579,0.04696148799439522,12,51,0.5266206636819892,1,cancer_specific
Esophagus/Stomach,MAP3K12,-0.8052555020140563,0.023190088217878897,11,58,1.0,3,universal
Lung,SPDEF,-0.8051154265936252,0.00812672916704997,8,118,0.9997943488153372,1,cancer_specific
Ovary/Fallopian Tube,SPANXN5,-0.8049490474939764,0.023550759996669998,11,38,0.45252278424771464,1,cancer_specific
Bowel,PPIL2,-0.8047828825362484,0.048936572533893254,12,51,0.5279673177528519,1,cancer_specific
Ovary/Fallopian Tube,SF3A3,-0.8045629554605945,0.013115904012552785,15,44,0.40201927324629744,2,cancer_specific
Uterus,MPND,-0.8045355974933049,0.03501424123648352,22,12,0.437214735105422,1,cancer_specific
Uterus,STBD1,-0.8043775137658887,0.018252475934497435,22,12,0.40355751662327194,1,cancer_specific
Ovary/Fallopian Tube,HNRNPL,-0.804268677025119,0.015166305116188317,15,44,0.41017649628713837,3,universal
Bowel,SMAP1,-0.80423415681351,0.0026834398619121447,12,51,0.3273248990744671,2,cancer_specific
Uterus,RNGTT,-0.8036913515684987,0.045491500018284704,22,12,0.45929509393460755,1,cancer_specific
Breast,DHX38,-0.8035559311540283,0.04741914182218606,5,48,0.9041286739135341,1,cancer_specific
Bowel,ADK,-0.803530459913845,0.028042637718554923,12,51,0.483492823972508,1,cancer_specific
Uterus,WDR55,-0.8032548947445453,0.02923755276043948,22,12,0.43042574593385907,1,cancer_specific
Lymphoid,ELN,-0.8032202009671571,0.04241731657146821,6,87,0.7199206200922758,1,cancer_specific
Uterus,KCNIP3,-0.8031272931191915,0.03825087996010347,22,12,0.44595352962588775,2,cancer_specific
Bowel,ITGA2,-0.8029539153134218,0.00398526240872206,12,51,0.3627397982273871,1,cancer_specific
Lung,LCE3E,-0.8029019993452442,0.022740425870422937,7,108,0.9997943488153372,1,cancer_specific
Lymphoid,ASGR2,-0.8028123125530041,0.03156692759100689,6,87,0.6949361184835696,2,cancer_specific
Bowel,TEX15,-0.8027020336964491,0.014616734144472501,12,51,0.44662453857016415,2,cancer_specific
Uterus,NECAB1,-0.8026357051746156,0.03201436943326339,22,12,0.4352158137284654,1,cancer_specific
Uterus,MFSD13A,-0.8026166832911609,0.04173844084262795,22,12,0.4546852872109124,2,cancer_specific
Pancreas,CHRNG,-0.8024883893497985,0.037220850379772664,12,36,0.9994757549302502,1,cancer_specific
Esophagus/Stomach,YBX1,-0.8019188980676594,0.022214483932025193,11,58,1.0,2,cancer_specific
Bladder/Urinary Tract,CHP1,-0.8017268601054067,0.0346207830667688,8,26,1.0,1,cancer_specific
Lymphoid,MID2,-0.8015719008107369,0.046007411963886434,6,87,0.7241882556896287,1,cancer_specific
Ovary/Fallopian Tube,NDUFA11,-0.8014372024765586,0.0166853985940567,15,44,0.416693429234026,1,cancer_specific
Ovary/Fallopian Tube,ST14,-0.8014118573700701,0.014453473146387577,15,44,0.41017649628713837,1,cancer_specific
Lymphoid,SYTL5,-0.8013432104675989,0.030218435508632024,6,87,0.6949361184835696,1,cancer_specific
Pancreas,MINK1,-0.8013143697923031,0.03309306539910573,12,36,0.9994757549302502,3,universal
Uterus,PHF7,-0.8012580829119358,0.024300563318124954,22,12,0.42263181460455723,1,cancer_specific
Ovary/Fallopian Tube,JOSD2,-0.8012085449790497,0.012489113351612433,15,44,0.3991841203346926,1,cancer_specific
Ovary/Fallopian Tube,OR14J1,-0.8011294468529792,0.0266602537420557,11,38,0.45965866331615457,2,cancer_specific
Lung,AZIN1,-0.8008620344828222,0.013646664983971152,8,118,0.9997943488153372,2,cancer_specific
Bowel,OR6C4,-0.8007963279729302,0.02802711344465016,9,41,0.483492823972508,2,cancer_specific
Bowel,NMUR2,-0.8007600476489141,0.026815513254302602,12,51,0.48131027844134133,1,cancer_specific
Lymphoid,ZNF396,-0.800611320993648,0.03590522813776356,6,87,0.6949361184835696,2,cancer_specific
Bowel,MANSC4,-0.8003764568919884,0.014616734144472501,12,51,0.44662453857016415,1,cancer_specific
Bowel,RBM25,-0.800370712752602,0.01856157730794113,12,51,0.45655369370191,2,cancer_specific
Uterus,PROCA1,-0.8003616315018814,0.020103066753689135,22,12,0.405932533739189,2,cancer_specific
Bowel,AATF,-0.8003158141481367,0.0168838256618522,12,51,0.45457038730130905,2,cancer_specific
Breast,CYRIA,-0.8002639067660682,0.037138570958136524,5,48,0.8914748538826587,2,cancer_specific
Pancreas,UNC50,-0.8002559743068334,0.031180470745221525,12,36,0.9994757549302502,1,cancer_specific
Biliary Tract,LLGL2,-0.8001808159382356,0.03092116612040711,4,30,0.6004309844800014,1,cancer_specific
Biliary Tract,GDAP1,-0.8001548218146438,0.048430222528894264,4,30,0.6278632420710221,1,cancer_specific
Bowel,EDNRA,-0.7997631641793902,0.011430465262906387,12,51,0.4305875475402824,1,cancer_specific
Uterus,APBA3,-0.7997159356063465,0.02211533410025953,22,12,0.41567091797877737,1,cancer_specific
Bladder/Urinary Tract,IPP,-0.7993682944919621,0.019562018580535884,8,26,1.0,1,cancer_specific
Pancreas,DUSP26,-0.7992424374910239,0.026001425620643767,12,36,0.9994757549302502,2,cancer_specific
Ovary/Fallopian Tube,ZDHHC9,-0.7990930157910052,0.04255976914784807,15,44,0.4857665312476536,2,cancer_specific
Esophagus/Stomach,ANKRD30A,-0.7988357773802206,0.018660313576929873,11,58,1.0,1,cancer_specific
Bowel,APLF,-0.7986626605648238,0.007214285225953817,12,51,0.4017371067906146,1,cancer_specific
Esophagus/Stomach,RPL21,-0.7984915927204634,0.017627924748667784,7,32,1.0,2,cancer_specific
Ovary/Fallopian Tube,SPATA21,-0.7984829371726211,0.035937334136813485,15,44,0.4748653930782628,1,cancer_specific
Breast,PDK1,-0.7982539630799972,0.019904623678208583,5,48,0.8776493075459502,2,cancer_specific
Ovary/Fallopian Tube,ADIPOR2,-0.7981122090421248,0.004424861064620685,15,44,0.35263192777650443,2,cancer_specific
Biliary Tract,FOLR1,-0.7981080076454258,0.048430222528894264,4,30,0.6278632420710221,1,cancer_specific
Uterus,OR4A5,-0.7980529516728764,0.04472397018402108,21,10,0.45929509393460755,1,cancer_specific
Ovary/Fallopian Tube,NOTCH4,-0.7978627056270674,0.023103825692393273,15,44,0.4478645389084365,1,cancer_specific
Lung,ANKRD53,-0.7975357325901133,0.01690616067988307,8,118,0.9997943488153372,1,cancer_specific
Ovary/Fallopian Tube,SLC34A2,-0.7974835785518999,0.011314584586201475,15,44,0.39318181437050126,2,cancer_specific
Esophagus/Stomach,LRBA,-0.7974134128180496,0.03966768667037329,11,58,1.0,2,cancer_specific
Uterus,SAMD14,-0.7973354156532494,0.006511801598046023,22,12,0.33942765829814897,1,cancer_specific
Uterus,SALL2,-0.7972297816283473,0.03201436943326339,22,12,0.4352158137284654,2,cancer_specific
Bladder/Urinary Tract,SEC14L1,-0.7972234439064406,0.024752090249701972,8,26,1.0,1,cancer_specific
Uterus,POLM,-0.7970990789920038,0.011064863130672741,22,12,0.36538501067420426,1,cancer_specific
Pancreas,FUOM,-0.796841071091993,0.0394440865571305,12,36,0.9994757549302502,1,cancer_specific
Lung,EDN1,-0.7966842736596987,0.010933003089083213,8,118,0.9997943488153372,1,cancer_specific
Breast,RTL8C,-0.7966177609893256,0.04741914182218606,5,48,0.9041286739135341,3,universal
Ovary/Fallopian Tube,MAP3K12,-0.7965881900522196,0.035937334136813485,15,44,0.4748653930782628,3,universal
Uterus,THRSP,-0.7964705935832688,0.03501424123648352,22,12,0.437214735105422,1,cancer_specific
Lung,UGT2B17,-0.7963809719618291,0.010933003089083213,8,118,0.9997943488153372,1,cancer_specific
Bowel,LRRC49,-0.7963216143349863,0.03971881016271615,12,51,0.5198525438158127,1,cancer_specific
Ovary/Fallopian Tube,ITPK1,-0.7963023369950148,0.006791316681921355,15,44,0.3865237714951714,2,cancer_specific
Ovary/Fallopian Tube,RPH3A,-0.7962794925727615,0.021081094899852174,15,44,0.4375059174181126,3,universal
Ovary/Fallopian Tube,SKOR1,-0.7962407697653104,0.023103825692393273,15,44,0.4478645389084365,2,cancer_specific
Lymphoid,MFSD2B,-0.7961733804717244,0.03905322973353294,6,87,0.706652896511038,2,cancer_specific
Uterus,POLR3A,-0.7960659573683172,0.014993701781933141,22,12,0.38517488059003313,1,cancer_specific
Uterus,SHFL,-0.7959727109300984,0.049525027948936186,22,12,0.4671400716214491,1,cancer_specific
Bowel,HSP90AB1,-0.7957278413638654,0.019453883698734492,12,51,0.4601947079182166,1,cancer_specific
Uterus,TCTE1,-0.7956337693633182,0.007257460073971664,22,12,0.3517122069902322,1,cancer_specific
Bowel,UFSP1,-0.7955387316073846,0.026815513254302602,12,51,0.48131027844134133,2,cancer_specific
Bladder/Urinary Tract,ADCY10,-0.7954670457270346,0.022031918125617004,8,26,1.0,1,cancer_specific
Lymphoid,SUSD5,-0.7953694875009241,0.04418341690037485,6,87,0.7241882556896287,1,cancer_specific
Bladder/Urinary Tract,HAUS7,-0.7953333536865194,0.04282216701244379,8,26,1.0,2,cancer_specific
Pancreas,SYF2,-0.7953268210549076,0.04422997734477722,12,36,0.9994757549302502,1,cancer_specific
Ovary/Fallopian Tube,CLDN11,-0.7953071640477604,0.030214515191639025,15,44,0.46584391393059277,1,cancer_specific
Uterus,GUCD1,-0.7952704758530696,0.02923755276043948,22,12,0.43042574593385907,1,cancer_specific
Bladder/Urinary Tract,GLUL,-0.795181037064173,0.01349180698784834,8,26,1.0,3,universal
Ovary/Fallopian Tube,TDP2,-0.7950879884684814,0.008357468159389198,15,44,0.3865237714951714,1,cancer_specific
Esophagus/Stomach,INTS8,-0.7950037052643131,0.01633139082933328,11,58,1.0,1,cancer_specific
Ovary/Fallopian Tube,SELP,-0.7949653264530661,0.04255976914784807,15,44,0.4857665312476536,1,cancer_specific
Lymphoid,RAB31,-0.7949449750888061,0.021017795888968495,6,87,0.6640204893021006,1,cancer_specific
Uterus,MAP3K19,-0.7947855795684501,0.03201436943326339,22,12,0.4352158137284654,1,cancer_specific
Lung,ACOT7,-0.7946760532542424,0.019044966309130096,8,118,0.9997943488153372,1,cancer_specific
Uterus,FMN1,-0.7946529691383434,0.024300563318124954,22,12,0.42263181460455723,1,cancer_specific
Lung,NIPAL4,-0.7946024618006302,0.019044966309130096,8,118,0.9997943488153372,1,cancer_specific
Lung,CYP4A22,-0.7944854186943492,0.01690616067988307,8,118,0.9997943488153372,1,cancer_specific
Lung,C1D,-0.7944548193373939,0.02611810955231262,8,118,0.9997943488153372,1,cancer_specific
Biliary Tract,POLK,-0.7943859033025653,0.022209763670864243,4,30,0.5684101675016724,1,cancer_specific
Uterus,FMO1,-0.7943497453497825,0.020103066753689135,22,12,0.405932533739189,1,cancer_specific
Pancreas,DPH1,-0.7941456964929762,0.03309306539910573,12,36,0.9994757549302502,1,cancer_specific
Uterus,MFRP,-0.7941284662337024,0.008982521646227757,22,12,0.35321402552304804,2,cancer_specific
Bowel,FAM204A,-0.7941174612537798,0.041434273870659385,12,51,0.5202786868170822,1,cancer_specific
Pancreas,TMEM170A,-0.7941127669018828,0.029363520608593784,12,36,0.9994757549302502,2,cancer_specific
Uterus,RHO,-0.794076298095998,0.016552780261048505,22,12,0.3994722784130023,2,cancer_specific
Bowel,SLC9A2,-0.7940038448150423,0.023408351438163576,12,51,0.4695024045164553,3,universal
Bowel,GGTLC1,-0.7939443536069661,0.01770529210195176,12,51,0.4548332273353825,1,cancer_specific
Esophagus/Stomach,GRAMD2A,-0.7939139728441329,0.02986044606000889,11,58,1.0,4,universal
Bladder/Urinary Tract,IFNAR1,-0.7938162360236183,0.004433195397011402,8,26,1.0,1,cancer_specific
Bladder/Urinary Tract,DNAJC5,-0.7937505198732342,0.027745116765597034,8,26,1.0,1,cancer_specific
Esophagus/Stomach,RNF44,-0.7936783480955423,0.012427182865067311,11,58,1.0,1,cancer_specific
Uterus,SLC12A4,-0.7936288163785089,0.03501424123648352,22,12,0.437214735105422,1,cancer_specific
Ovary/Fallopian Tube,MDM4,-0.7936151020918804,0.04624073758276568,15,44,0.49353730095034015,2,cancer_specific
Ovary/Fallopian Tube,MRPL53,-0.7935819629576188,0.014453473146387577,15,44,0.41017649628713837,2,cancer_specific
Lymphoid,FAH,-0.793461067612799,0.037452771579818245,6,87,0.7019730749106714,1,cancer_specific
Lung,ACSF3,-0.7934404236746259,0.00785670889016682,8,118,0.9997943488153372,1,cancer_specific
Skin,SYTL3,-0.7934039105505641,0.03989633469085524,3,72,0.9969807075405016,1,cancer_specific
Pancreas,TTC7B,-0.7933279199474046,0.035105198377006396,12,36,0.9994757549302502,1,cancer_specific
Esophagus/Stomach,OSBPL11,-0.7933199418221535,0.032423308186433,11,58,1.0,2,cancer_specific
Uterus,SSH2,-0.7930963453842457,0.03201436943326339,22,12,0.4352158137284654,1,cancer_specific
Uterus,ETV3L,-0.7929641686400565,0.04173844084262795,22,12,0.4546852872109124,1,cancer_specific
Pancreas,SNTG2,-0.792912545942372,0.02026372500234795,12,36,0.9994757549302502,1,cancer_specific
Ovary/Fallopian Tube,TM9SF1,-0.7927010610640173,0.028912715134421396,15,44,0.46247448267199825,4,universal
Breast,NUP155,-0.7926486922801278,0.010866000972232144,5,48,0.8776493075459502,2,cancer_specific
Breast,MYO9A,-0.7922501273104082,0.023983120098547403,5,48,0.8776493075459502,1,cancer_specific
Uterus,GIPC3,-0.7921118166769372,0.03501424123648352,22,12,0.437214735105422,1,cancer_specific
Bladder/Urinary Tract,GJB4,-0.792099603147682,0.038544070115096744,8,26,1.0,2,cancer_specific
Lymphoid,MS4A15,-0.7920868839522698,0.046007411963886434,6,87,0.7241882556896287,2,cancer_specific
Bowel,RTN3,-0.7919446359944314,0.010339519369235203,12,51,0.42135891320399194,3,universal
Lymphoid,CNOT7,-0.7919171848185509,0.03440913006445572,6,87,0.6949361184835696,1,cancer_specific
