ModelID,CellLineName,OncotreeLineage,OncotreePrimaryDisease,OncotreeSubtype,MTAP_CN,MTAP_deleted,MTAP_expression
ACH-001345,GP5d,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,False,4.272769732436511
ACH-001346,H103,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,,False,4.448669731489069
ACH-001347,H157,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,,False,5.337953661405383
ACH-001349,HD-MB03,CNS/Brain,Embryonal Tumor,Medulloblastoma,1.0410949683964124,False,4.738524665458061
ACH-001350,HTC-C3,Thyroid,Anaplastic Thyroid Cancer,Anaplastic Thyroid Cancer,0.7125387610180077,False,4.195615322559222
ACH-001353,JOPACA-1,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,,False,3.1818404110955454
ACH-001354,LAN-2,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,0.9711085132400096,False,5.580257059783738
ACH-001355,LAN-6,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,,False,
ACH-001356,MB-1,Thyroid,Anaplastic Thyroid Cancer,Anaplastic Thyroid Cancer,,False,0.2660224969667326
ACH-001357,MCF 10A,Breast,Non-Cancerous,Immortalized Breast Cells,,False,
ACH-001358,MDA-MB-330,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,,False,
ACH-001359,ME-180,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,,False,
ACH-001360,MS751,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,,False,5.477081477678667
ACH-001362,NCI-H1770,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,1.068686016274561,False,
ACH-001363,NCI-H2135,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,,False,
ACH-001364,NCI-H345,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,False,
ACH-001365,NCI-H847,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,False,
ACH-001366,NGP,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,0.9634414742979354,False,4.890509924724836
ACH-001367,NMB,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,,False,3.536736774569439
ACH-001368,OAC-M5.1,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,,False,4.482157740508764
ACH-001369,OCI-C5x,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Clear Cell Ovarian Cancer,,False,5.481376448153292
ACH-001370,OCI-P5x,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,,False,4.740414918655182
ACH-001373,OV17R,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,,False,3.8213428626011776
ACH-001374,PA-1 [PA1],Ovary/Fallopian Tube,Ovarian Germ Cell Tumor,Mixed Germ Cell Tumor,,False,5.0753572038452655
ACH-001375,PACADD-119,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,,False,0.0769489600281505
ACH-001376,PACADD-135,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,,False,4.714113608089283
ACH-001377,PACADD-137,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,,False,4.825638094688178
ACH-001378,PACADD-159,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,,False,4.58648254069638
ACH-001379,PACADD-161,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,,False,5.973868384760226
ACH-001380,PACADD-165,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,,False,4.358002336680233
ACH-001382,PACADD-188,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,,False,5.702125576186916
ACH-001383,PWR-1E,Prostate,Non-Cancerous,Immortalized Prostate Cells,,False,
ACH-001384,RO82-W-1,Thyroid,Well-Differentiated Thyroid Cancer,Follicular Thyroid Cancer,,False,4.039366539316028
ACH-001385,RPMI 2650,Head and Neck,"Head and Neck Carcinoma, Other",NUT Midline Carcinoma of the Head and Neck,0.9990217568819744,False,4.471733733792754
ACH-001386,SCLC-22H,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,False,4.9019867254899125
ACH-001388,SUM-102PT,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,,False,0.0
ACH-001389,SUM-1315MO2,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,,False,0.0
ACH-001390,SUM-149PT,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,,False,0.0036785068208701
ACH-001391,SUM-159PT,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,,False,0.0506758203171199
ACH-001392,SUM-185PE,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,,False,3.164419444635183
ACH-001393,SUM-190PT,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,0.8353149026486371,False,4.35038409009432
ACH-001394,SUM-229PE,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,,False,0.0037346275568783
ACH-001395,SUM-44PE,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,0.7273550408756363,False,3.021135002930724
ACH-001396,SUM-52PE,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,,False,3.927375017673602
ACH-001397,SUM225CWN,Breast,Invasive Breast Carcinoma,"Breast Invasive Cancer, NOS",,False,
ACH-001398,SW 156,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,1.116823545933868e-05,True,0.0
ACH-001399,SW 626,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,False,5.871565232746652
ACH-001400,SW 954,Vulva/Vagina,Squamous Cell Carcinoma of the Vulva/Vagina,Squamous Cell Carcinoma of the Vulva/Vagina,0.7159303920316094,False,2.076617239563731
ACH-001401,SW-13,Adrenal Gland,Adrenocortical Carcinoma,Adrenocortical Carcinoma,0.8408070301847118,False,4.576383061703644
ACH-001402,SW756,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,,False,5.152353806045093
ACH-001403,TO14,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,,False,4.19409493395142
ACH-001407,UM-UC-13,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,,False,5.788369890773184
ACH-001408,UM-UC-14,Bladder/Urinary Tract,Urethral Cancer,Urethral Urothelial Carcinoma,,False,0.0647849215423507
ACH-001409,UM-UC-16,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,,False,0.0
ACH-001410,UM-UC-4,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,,False,5.179574744010771
ACH-001411,UM-UC-5,Bladder/Urinary Tract,Bladder Squamous Cell Carcinoma,Bladder Squamous Cell Carcinoma,,False,0.0025945167084523
ACH-001412,UM-UC-10,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,,False,6.074533265860663
ACH-001413,UM-UC-11,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,,False,0.0421063780004095
ACH-001414,UM-UC-6,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,,False,3.798371999767048
ACH-001415,UM-UC7,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,,False,6.58128344975619
ACH-001416,UM-UC9,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,,False,5.13576878803281
ACH-001417,UMC-11,Lung,Lung Neuroendocrine Tumor,Lung Carcinoid,,False,
ACH-001418,UWB1.289,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,,False,4.572616864155331
ACH-001419,VP229,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,,False,3.2856877702346514
ACH-001421,WERI-Rb-1,Eye,Retinoblastoma,Retinoblastoma,0.9613467940787516,False,0.0072701463806951
ACH-001422,WPE1-NA22,Prostate,Non-Cancerous,"Immortalized Epithelial Cells, Prostate",1.0347376475391894,False,5.645341400914341
ACH-001423,CCLF_PEDS_0002_T,Kidney,Wilms' Tumor,Wilms' Tumor,,False,4.25685970078961
ACH-001427,CCLF_PEDS_0007_T,Bone,Ewing Sarcoma,Ewing Sarcoma,,False,4.062251258447721
ACH-001428,CCLF_PEDS_0010_T,Bone,Ewing Sarcoma,Ewing Sarcoma,1.3443505718720488,False,5.530613898573503
ACH-001430,TC-138,Bone,Ewing Sarcoma,Ewing Sarcoma,0.1003357577568981,True,5.1128669086631815
ACH-001431,TC-205,Bone,Ewing Sarcoma,Ewing Sarcoma,0.2372069529797077,True,4.530888520492658
ACH-001433,CCLF_PEDS_0008_T,Soft Tissue,Epithelioid Sarcoma,Epithelioid Sarcoma,1.055285830108701,False,5.417707394401919
ACH-001435,1156QE/8,Testis,Non-Seminomatous Germ Cell Tumor,Embryonal Carcinoma,0.8610517890890123,False,3.2510767420697326
ACH-001436,1411H,Testis,Non-Seminomatous Germ Cell Tumor,Yolk Sac Tumor,1.2581160116720052,False,
ACH-001437,1618-K,Testis,Non-Seminomatous Germ Cell Tumor,Embryonal Carcinoma,,False,2.937297306034564
ACH-001438,1777N Rpmet,Testis,Non-Seminomatous Germ Cell Tumor,Embryonal Carcinoma,,False,5.176011538260577
ACH-001440,833KE,Testis,Non-Seminomatous Germ Cell Tumor,Embryonal Carcinoma,0.8788057334967887,False,5.477437721868085
ACH-001441,92-1,Eye,Ocular Melanoma,Uveal Melanoma,0.8951789146851407,False,4.651407655589246
ACH-001442,A388,Skin,Cutaneous Squamous Cell Carcinoma,Cutaneous Squamous Cell Carcinoma,0.6865504263116102,False,4.138142758323128
ACH-001443,ASH-3,Thyroid,Anaplastic Thyroid Cancer,Anaplastic Thyroid Cancer,,False,5.551288367614586
ACH-001445,BICR 3,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,0.9732272713572202,False,3.5796749636687974
ACH-001447,BJAB,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,0.9917282003036838,False,4.5535755398063085
ACH-001449,BL-2,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,,False,4.77870270945536
ACH-001450,BLUE-1,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,,False,4.988325672315821
ACH-001451,BOKU,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,,False,4.12621299533496
ACH-001452,BONNA-12,Lymphoid,Mature B-Cell Neoplasms,Hairy Cell Leukemia,,False,
ACH-001453,BPH-1,Prostate,Non-Cancerous,"Hyperplasia, Prostate",,False,6.086669140690183
ACH-001454,C10,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,False,0.029317179491387
ACH-001456,C125PM,Bowel,Colorectal Adenocarcinoma,Colorectal Adenocarcinoma,,False,3.0668280056341453
ACH-001458,C75,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,False,5.533099194193741
ACH-001459,C80,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,,False,4.069908349376895
ACH-001460,C84,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,False,4.444064051192365
ACH-001461,C99,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,1.175696931523828,False,5.300797313204018
ACH-001465,CHLA-136,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,0.9562283528740128,False,4.970724836532381
ACH-001481,CHLA-90,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,0.7395167700081045,False,3.985190727675319
ACH-001484,CI,Lymphoid,Mature B-Cell Neoplasms,Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma,,False,3.9843979504534097
ACH-001485,CII,Lymphoid,Non-Cancerous,"Transformed cell line, B lymphoblast",,False,4.355234795098774
ACH-001489,COR-L32,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,0.9941513036029525,False,5.518384063528784
ACH-001490,COR-L321,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,,False,
ACH-001492,DOGKIT,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,0.0592315348547079,True,4.562101964533229
ACH-001493,DOGUM,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,,False,4.9363599726101315
ACH-001494,EGI-1,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Extrahepatic Cholangiocarcinoma,1.343689807820252e-05,True,0.0
ACH-001495,EMTOKA,Uterus,Endometrial Carcinoma,Uterine Carcinosarcoma/Uterine Malignant Mixed Mullerian Tumor,,False,5.303817271639868
ACH-001496,ESO26,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Adenocarcinoma of the Gastroesophageal Junction,,False,4.6355280456605055
ACH-001497,ESO51,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,,False,5.2993215975258545
ACH-001498,Farage,Lymphoid,Mature B-Cell Neoplasms,Germinal Center B-Cell Type,,False,4.66805102859978
ACH-001500,FLO-1,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,,False,5.015791915951248
ACH-001502,GCT-27,Testis,Non-Seminomatous Germ Cell Tumor,Teratoma,0.8632502945451084,False,5.141857819781962
ACH-001503,GUMBUS,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,1.0510390556976352,False,5.012412238979868
ACH-001508,H314,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,1.1564716507522053,False,5.127604392522236
ACH-001509,H357,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,0.9310849106573186,False,4.278163213997833
ACH-001510,H376,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,,False,4.924636757209444
ACH-001511,H413,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,,False,4.796888423247448
ACH-001513,HCA-1,Cervix,Cervical Adenocarcinoma,Endocervical Adenocarcinoma,,False,4.140565997984143
ACH-001514,HCC1008,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,,False,
ACH-001515,HCS-2,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,,False,5.7403852338219075
ACH-001516,HCSC-1,Cervix,Cervical Adenocarcinoma,Endocervical Adenocarcinoma,,False,5.503666754576019
ACH-001517,HEC-1,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,,False,4.985491322352897
ACH-001518,HEC-116,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,,False,4.80037189337628
ACH-001519,H-EMC-SS,Bone,Chondrosarcoma,Extraskeletal Myxoid Chondrosarcoma,1.011934911909902,False,4.1383803502494185
ACH-001520,HG-3,Lymphoid,Non-Cancerous,"Transformed cell line, B lymphoblast",,False,3.1719625708899586
ACH-001521,HKA-1,Skin,Cutaneous Squamous Cell Carcinoma,Cutaneous Squamous Cell Carcinoma,,False,6.398853118878637
ACH-001522,HMY-1,Skin,Melanoma,Melanoma,,False,4.470823163168585
ACH-001523,HSC-1,Skin,Cutaneous Squamous Cell Carcinoma,Cutaneous Squamous Cell Carcinoma,,False,4.90946591081778
ACH-001524,HSC-5,Skin,Cutaneous Squamous Cell Carcinoma,Cutaneous Squamous Cell Carcinoma,,False,4.932325792390093
ACH-001525,HT-3,Cervix,Cervical Adenocarcinoma,Cervical Adenocarcinoma,,False,5.275617976978238
ACH-001526,HuO9,Bone,Osteosarcoma,Osteosarcoma,1.1506936905500824,False,4.719440846017369
ACH-001528,IHH-4,Thyroid,Well-Differentiated Thyroid Cancer,Papillary Thyroid Cancer,1.3293308378449353e-05,True,0.0
ACH-001529,JAR,Uterus,Gestational Trophoblastic Disease,Choriocarcinoma,,False,5.106193353807778
ACH-001530,JEG-3,Uterus,Gestational Trophoblastic Disease,Choriocarcinoma,1.1563950089679338,False,5.681078142476776
ACH-001532,JMU-RTK-2,Kidney,Rhabdoid Cancer,Rhabdoid Cancer,,False,4.53141265358538
ACH-001533,KARPAS 1718,Lymphoid,Mature B-Cell Neoplasms,Splenic Marginal Zone Lymphoma,0.972122507233449,False,4.325098537767491
ACH-001536,KKU-100,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Extrahepatic Cholangiocarcinoma,,False,1.2289848793922946
ACH-001537,KKU-055,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,,False,8.583669507173823
ACH-001538,KKU-213,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,,False,5.816333464289924
ACH-001539,KML-1,Lymphoid,Mature B-Cell Neoplasms,Germinal Center B-Cell Type,,False,4.180665063108995
ACH-001540,KMLS-1,Soft Tissue,Liposarcoma,Liposarcoma,,False,2.23478946291581
ACH-001541,KMS-28PE,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,,False,5.255300554766143
ACH-001542,KON,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,,False,5.358716247062779
ACH-001543,KOSC-2,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,0.8363280544579932,False,4.414291162422697
ACH-001544,KYAE-1,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,,False,
ACH-001547,LO68,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",1.011415408224251,False,6.392743298450374
ACH-001548,LS,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,0.982322892180864,False,5.497976346336892
ACH-001549,Lu-135,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,False,5.649552231998864
ACH-001550,MCC13,Skin,Merkel Cell Carcinoma,Merkel Cell Carcinoma,,False,5.587794014890609
ACH-001551,MCC14/2,Skin,Merkel Cell Carcinoma,Merkel Cell Carcinoma,,False,5.64902619036314
ACH-001552,MCC26,Skin,Merkel Cell Carcinoma,Merkel Cell Carcinoma,,False,5.48078212440398
ACH-001554,mel-202,Eye,Ocular Melanoma,Uveal Melanoma,,False,5.6042433453050515
ACH-001555,Mero-14,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",,False,0.0775643217576531
ACH-001556,Mero-25,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Biphasic Type",,False,0.1720829409238934
ACH-001557,Mero-41,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",,False,0.0268567039265387
ACH-001558,Mero-48a,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Biphasic Type",,False,0.0111807305539334
ACH-001559,Mero-82,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",,False,5.684532638241952
ACH-001560,Mero-83,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Biphasic Type",1.1852578277895629e-05,True,0.012617298836155
ACH-001561,Mero-84,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Biphasic Type",,False,0.0063511701189766
ACH-001562,Mero-95,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",1.0025742325398896,False,6.398500871272644
ACH-001563,MM127,Skin,Melanoma,Melanoma,,False,5.2336005046051906
ACH-001566,MM370,Skin,Melanoma,Melanoma,,False,3.824370726460723
ACH-001567,MM383,Skin,Melanoma,Melanoma,,False,5.057814149364787
ACH-001568,MM386,Skin,Melanoma,Melanoma,,False,3.54910233033312
ACH-001569,MM415,Skin,Melanoma,Melanoma,,False,5.262609800284286
ACH-001570,MM426,Skin,Melanoma,Melanoma,,False,5.280908074764474
ACH-001571,Mo,Lymphoid,Mature B-Cell Neoplasms,Hairy Cell Leukemia,1.0014118952010396,False,5.340476815654172
ACH-001573,MOLM-1,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",0.9952509273362784,False,4.406407415048065
ACH-001574,MOLM-14,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,0.3699542013480702,True,3.313316968804313
ACH-001577,MUTZ-8,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,0.9397266615386206,False,3.6210789539388095
ACH-001578,NCCIT,Testis,Non-Seminomatous Germ Cell Tumor,Embryonal Carcinoma,0.874210693802329,False,4.615027790841583
ACH-001591,NCI-H1417,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,1.2612904527368903e-05,True,0.0
ACH-001598,NCI-H295R,Adrenal Gland,Adrenocortical Carcinoma,Adrenocortical Carcinoma,0.976396451766456,False,4.187419380901585
ACH-001599,NCI-H64,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,False,
ACH-001603,NH-12,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,,False,5.09908055170982
ACH-001605,no.10,CNS/Brain,Diffuse Glioma,Glioblastoma,,False,5.9525968248741545
ACH-001606,no.11,CNS/Brain,Diffuse Glioma,Glioblastoma,,False,
ACH-001607,NOZ,Biliary Tract,Intracholecystic Papillary Neoplasm,"Gallbladder Adenocarcinoma, NOS",,False,5.646678224793205
ACH-001608,NP 2,CNS/Brain,Diffuse Glioma,Glioblastoma,1.5141407043267276e-05,True,0.0
ACH-001609,NP 3,CNS/Brain,Diffuse Glioma,Glioblastoma,0.0204099908608249,True,4.265594419665419
ACH-001610,NP 5,CNS/Brain,Diffuse Glioma,Glioblastoma,1.332005636536131e-05,True,0.059708293190103
ACH-001611,NP 8,CNS/Brain,Diffuse Glioma,Glioblastoma,0.7693747993428479,False,4.734140557852009
ACH-001613,OCI-AML4,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,,False,5.0836218612200375
ACH-001616,OCI-LY18,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",,False,5.230022357696082
ACH-001617,OCI-LY7,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",,False,5.528199345640203
ACH-001618,OCI-M2,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,1.010087622629929,False,4.9087024441700144
ACH-001619,OCUG-1,Biliary Tract,Intracholecystic Papillary Neoplasm,"Gallbladder Adenocarcinoma, NOS",0.9985035968611824,False,5.195953843842583
ACH-001622,Onda 7,CNS/Brain,Diffuse Glioma,Glioblastoma,0.8645829950556834,False,4.790699067336818
ACH-001623,Onda 8,CNS/Brain,Diffuse Glioma,Glioblastoma,1.2612030301659254e-05,True,0.0
ACH-001624,Onda 9,CNS/Brain,Diffuse Glioma,Glioblastoma,1.1869020767157783e-05,True,0.0
ACH-001625,OSC-19,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,,False,5.16260482175444
ACH-001626,OSC-20,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,,False,5.532195378785123
ACH-001627,P4E6,Prostate,Non-Cancerous,"Immortalized Epithelial Cells, Prostate",,False,3.9790375663468938
ACH-001628,PEA1,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,,False,5.626719471248535
ACH-001630,PEO1,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,,False,0.0
ACH-001632,PEO4,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,,False,0.0
ACH-001634,PGA-1,Lymphoid,Mature B-Cell Neoplasms,Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma,,False,0.4935612615330843
ACH-001636,Ramos,Lymphoid,Non-Hodgkin Lymphoma,Non-Hodgkin Lymphoma,1.006479485419278,False,4.516532104168765
ACH-001638,RC-K8,Lymphoid,Mature B-Cell Neoplasms,Germinal Center B-Cell Type,,False,1.786608907010531
ACH-001639,ROS-50,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",,False,
ACH-001641,SAT,Head and Neck,Head and Neck Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,0.8205897523896933,False,5.532619307551412
ACH-001642,SCC-3,Lymphoid,Non-Hodgkin Lymphoma,Mature B-Cell Neoplasms,1.077107449694049,False,0.2638264683931381
ACH-001643,SCCH-196,Bone,Ewing Sarcoma,Ewing Sarcoma,0.9906453266724048,False,
ACH-001645,SEKI,Skin,Melanoma,Melanoma,,False,9.095462957987872
ACH-001647,SHI-1,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,0.1815288033515431,True,5.351009878499212
ACH-001648,Shmac 4,Prostate,Non-Cancerous,"Immortalized Epithelial Cells, Prostate",,False,4.085280175551679
